Species,Fruit_type,Fruit_type_and_notes,Notes,References
Prunus_andersonii,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_africana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_javanica,Fleshy,Drupe,,Xiang et al. (2016)
Laurocerasus_sp,Fleshy,Drupe,Note: Laurocerasus is included in Prunus,Kalkman (1965) 
Prunus_zippeliana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_grayana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_oblonga,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_lancilimba,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_oocarpa,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_grisea,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_debilis,Fleshy,Drupe,,Xiang et al. (2016)
Pygeum_ceylanica,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_malayana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_polystachya,Fleshy,Drupe,,Xiang et al. (2016)
Pygeum_topengii,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_henryi,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_ceylanica,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_stipulacea,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_schlechteri,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_oligantha,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_costata,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_dolichobotrys,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_pullei,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_gazelle-peninsulae,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_annularis,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_brachybotrya,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_myrtifolia,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_ovalis,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_brittoniana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_amplifolia,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_integrifolia,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_tucumanensis,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_caroliniana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_reflexa,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_oleifolia,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_wilsonii,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_napaulensis,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_mahaleb,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_maackii,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_avium,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_pseudocerasus,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_choreiana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_hallasenensis,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_spinulosa,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_nipponica,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_emarginata,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_subhirtella,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_leveilleana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_maximowiczii,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_cyclamina,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_longistyla,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_serrulata,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_incisa,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_apetala,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_sp,remove,remove,,Xiang et al. (2016)
Prunus_dielsiana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_schneideriana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_discoidea,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_cerasoides,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_pensylvanica,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_arborea,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_pleiocerasus,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_takesimensis,Fleshy,Drupe,,Xiang et al. (2016)
Cerasus_jamasakura,Fleshy,Drupe,note: Prunus subg. Cerasus,Tropicos
Prunus_sargentii,Fleshy,Drupe,,Xiang et al. (2016)
Cerasus_sp,remove,remove,,
Prunus_serrula,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_clarofolia,Fleshy,Drupe,,Xiang et al. (2016)
Armeniaca_zhengheensis,Fleshy,Drupe,note: Prunus zhengheensis,"Tong and Xia, 2016"
Prunus_mume,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_persica,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_ussuriensis,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_salicina,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_japonica,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_glandulosa,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_tomentosa,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_geniculata,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_maritima,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_munsoniana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_angustifolia,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_alleghaniensis,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_umbellata,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_gracilis,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_rivularis,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_nigra,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_hortulana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_mexicana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_americana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_texana,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_cerasus,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_domestica,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_orthosepala,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_bokhariensis,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_cerasifera,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_brigantina,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_consociiflora,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_simonii,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_ferganica,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_subcordata,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_triloba,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_armeniaca,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_mandshurica,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_pumila,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_sibirica,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_fasciculata,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_pedunculata,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_bifrons,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_prostrata,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_spinosa,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_speciosa,Fleshy,Drupe,,Xiang et al. (2016)
Amygdalus_orazii,Fleshy,Drupe,note: Prunus subg. Amygdalus,Tropicos
Prunus_cocomilia,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_korshinskyi,Fleshy,Drupe,,Xiang et al. (2016)
Amygdalus_pabotii,Fleshy,Drupe,note: Prunus subg. Amygdalus,Tropicos
Prunus_kotschyi,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_kuramica,Fleshy,Drupe,,Xiang et al. (2016)
Amygdalus_nairica,Fleshy,Drupe,note: Prunus subg. Amygdalus,Tropicos
Prunus_lycioides,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_haussknechtii,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_trichamygdalus,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_carduchorum,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_bucharica,Fleshy,Drupe,,Xiang et al. (2016)
Amygdalus_reticulata,Fleshy,Drupe,note: Prunus subg. Amygdalus,Tropicos
Amygdalus_wendelboi,Fleshy,Drupe,note: Prunus subg. Amygdalus,Tropicos
Prunus_argentea,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_leiocarpa,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_scoparia,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_arabica,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_turcomanica,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_glauca,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_webbii,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_elaeagnifolia,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_dulcis,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_spinosissima,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_eburnea,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_fenzliana,Fleshy,Drupe,,Xiang et al. (2016)
Amygdalus_kurdistanica,Fleshy,Drupe,note: Prunus subg. Amygdalus,Tropicos
Prunus_orientalis,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_tenella,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_petunnikowii,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_kansuensis,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_tangutica,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_mira,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_ferganensis,Fleshy,Drupe,,Xiang et al. (2016)
Prunus_davidiana,Fleshy,Drupe,,Xiang et al. (2016)
Adenostoma_fasciculatum,Dry,Achene,,Xiang et al. (2016)
Adenostoma_sparsifolium,Dry,Achene,,Xiang et al. (2016)
Sorbaria_kirilowii,Dry,Follicetum,"apparently a dry, capsule-like follicetum",Xiang et al. (2016)
Sorbaria_arborea,Dry,Follicetum,"apparently a dry, capsule-like follicetum",Xiang et al. (2016)
Chamaebatiaria_millefolium,Dry,Follicetum,"apparently a dry, capsule-like follicetum",Xiang et al. (2016); dendro.cnre.vt.edu
Sorbaria_sorbifolia,Dry,Follicetum,"apparently a dry, capsule-like follicetum",Xiang et al. (2016)
Xerospiraea_hartwegiana,Dry,"""follicular fruits""",,Henrickson (1985)
Holodiscus_discolor,Dry,Achenetum,,Xiang et al. (2016); plantdatabase.kpu.ca
Aruncus_dioicus,Dry,Follicetum,,Xiang et al. (2016)
Aruncus_aethusifolius,Dry,Follicetum,,Xiang et al. (2016)
Luetkea_pectinata,Dry,Follicetum,,Xiang et al. (2016)
Physocarpus_insularis,Dry,"""follicular fruits""",,Henrickson (1985)
Spiraea_trilobata,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_cantoniensis,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_pubescens,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_nervosa,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_blumei,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_hypericifolia,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_nipponica,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_dahurica,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_schneideriana,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_canescens,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_longigemmis,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_crenata,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_mollifolia,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_sublobata,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_lasiocarpa,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_sp,remove,remove,,
Padus_sp,remove,remove,Tropicos,note: Padus is included in Prunus; this is probably a misidentification - to exclude
Spiraea_mongolica,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_veitchii,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_betulifolia,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_trichocarpa,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_media,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_thunbergii,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_prunifolia,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_alpina,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_chinensis,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_chamaedryfolia,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_virginiana,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_alba,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_salicifolia,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_miyabei,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_japonica,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_formosana,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_douglasii,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_densiflora,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_rosthornii,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_laeta,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_purpurea,Dry,Follicetum,,Xiang et al. (2016)
Spiraea_decumbens,Dry,Follicetum,,Xiang et al. (2016)
Kelseya_uniflora,Dry,Follicetum,note: segregated from Spiraea,Tropicos
Petrophytum_caespitosum,Dry,Follicetum,,Xiang et al. (2016); dendro.cnre.vt.edu
Petrophytum_hendersonii,Dry,Follicetum,,Xiang et al. (2016)
Sibiraea_laevigata,Dry,Follicetum,,Xiang et al. (2016)
Pentactina_rupicola,Dry,Capsule,note: data from species' protologue,Tropicos
Neillia_gracilis,Dry,Follicetum,,Xiang et al. (2016)
Neillia_sparsiflora,Dry,Follicetum,,Xiang et al. (2016)
Neillia_thyrsiflora,Dry,Follicetum,,Xiang et al. (2016)
Neillia_serratisepala,Dry,Follicetum,,Xiang et al. (2016)
Neillia_sinensis,Dry,Follicetum,,Xiang et al. (2016)
Neillia_uekii,Dry,Follicetum,,Xiang et al. (2016)
Neillia_tanakae,Dry,Follicetum,,Xiang et al. (2016)
Neillia_affinis,Dry,Follicetum,,Xiang et al. (2016)
Neillia_thibetica,Dry,Follicetum,,Xiang et al. (2016)
Stephanandra_tanakae,Dry,Follicetum,,Xiang et al. (2016)
Neillia_hanceana,Dry,Follicetum,,Xiang et al. (2016)
Neillia_incisa,Dry,Follicetum,,Xiang et al. (2016)
Physocarpus_alternans,Dry,Follicetum,,Xiang et al. (2016)
Physocarpus_amurensis,Dry,Follicetum,,Xiang et al. (2016)
Physocarpus_opulifolius,Dry,Follicetum,,Xiang et al. (2016)
Physocarpus_monogynus,Dry,Follicetum,,Xiang et al. (2016)
Physocarpus_capitatus,Dry,Follicetum,,Xiang et al. (2016)
Physocarpus_malvaceus,Dry,Follicetum,,Xiang et al. (2016)
Rhodotypos_scandens,Fleshy,Nuculanium,,Xiang et al. (2016)
Coleogyne_ramosissima,Fleshy,Nuculanium,note: presumably dispersed by rodents,Jones (2012)
Neviusia_alabamensis,doubtful,Achenetum,note: difficult to say,
Kerria_japonica,doubtful,Nuculanium,note: difficult to say,
Exochorda_giraldii,Dry,Coccetum,,Xiang et al. (2016)
Exochorda_serratifolia,Dry,Coccetum,,Xiang et al. (2016)
Oemleria_cerasiformis,Fleshy,Drupetum,,Xiang et al. (2016)
Prinsepia_sinensis,Fleshy,Drupe,,Xiang et al. (2016)
Prinsepia_uniflora,Fleshy,Drupe,,Xiang et al. (2016)
Exochorda_racemosa,Dry,Coccetum,,Xiang et al. (2016)
Lyonothamnus_floribundus,Dry,Follicetum,,Xiang et al. (2016)
Filipendula_multijuga,Dry,Achene,,Baker and Baker (1967)
Filipendula_purpurea,Dry,Achene,,Baker and Baker (1967)
Filipendula_ulmaria,Dry,Achene,,Baker and Baker (1967)
Filipendula_vulgaris,Dry,Achene,,Baker and Baker (1967)
Agrimonia_eupatoria,Dry,Achene,,Xiang et al. (2016)
Agrimonia_procera,Dry,Achene,,Xiang et al. (2016)
Agrimonia_nipponica,Dry,Achene,,Xiang et al. (2016)
Agrimonia_gryposepala,Dry,Achene,,Xiang et al. (2016)
Agrimonia_parviflora,Dry,Achene,,Xiang et al. (2016)
Agrimonia_pilosa,Dry,Achene,,Xiang et al. (2016)
Leucosidea_sericea,Dry,Achene,,Xiang et al. (2016)
Sanguisorba_sitchensis,Dry,Achene,,Xiang et al. (2016)
Sanguisorba_japonensis,Dry,Achene,,Xiang et al. (2016)
Sanguisorba_hakusanensis,Dry,Achene,,Xiang et al. (2016)
Sanguisorba_albiflora,Dry,Achene,,Xiang et al. (2016)
Sanguisorba_stipulata,Dry,Achene,,Xiang et al. (2016)
Sanguisorba_obtusa,Dry,Achene,,Xiang et al. (2016)
Sanguisorba_canadensis,Dry,Achene,,Xiang et al. (2016)
Sanguisorba_officinalis,Dry,Achene,,Xiang et al. (2016)
Sanguisorba_tenuifolia,Dry,Achene,,Xiang et al. (2016)
Sanguisorba_filiformis,Dry,Achene,,Xiang et al. (2016)
Tetraglochin_cristatum,Dry,Achene,,Acosta et al. (2016)
Acaena_cylindristachya,Dry,Achene,,Xiang et al. (2016)
Acaena_magellanica,Dry,Achene,,Xiang et al. (2016)
Polylepis_tomentella,Dry,Achene,,Xiang et al. (2016)
Polylepis_hieronymi,Dry,Achene,,Xiang et al. (2016)
Polylepis_sericea,Dry,Achene,,Xiang et al. (2016)
Cliffortia_sp,remove,remove,remove,remove
Acaena_sp,remove,remove,remove,remove
Cliffortia_ferruginea,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_ramosissima,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_arcuata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_castanea,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_montana,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_esterhuyseniae,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_weimarckii,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_dispar,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_eriocephalina,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_stricta,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_graminea,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_setifolia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_rigida,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_brevifolia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_cervicornu,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_complanata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_propinqua,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_filicaulis,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Acaena_latebrosa,doubtful,"A dry fruit, but there's suggestion of ectozoochory",doubtful,"Lee et al., 2001"
Cliffortia_hantamensis,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_dracomontana,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_spathulata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_crassinervis,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_micrantha,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_gracillima,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_dentata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_browniana,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_monophylla,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_filicauloides,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_serpyllifolia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_subsetacea,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_paucistaminea,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_curvifolia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_linearifolia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_anthospermoides,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_cristata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_hexandra,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_polygonifolia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_sericea,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_tenuis,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_marginata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_phyllanthoides,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_obcordata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_carinata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_crenata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Polylepis_tarapacana,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_incana,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_hirta,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_amplexistipula,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_glauca,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_pulchella,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_polita,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_obovata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_varians,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_teretifolia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_burgersii,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_alata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_nivenioides,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_aculeata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_longifolia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_strobilifera,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_filifolia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_erectisepala,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_burchellii,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_repens,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_tricuspidata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_ericifolia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_pterocarpa,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_multiformis,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_dodecandra,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_arborea,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_conifera,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_dichotoma,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_tuberculata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_cruciata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_atrata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_densa,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_nitidula,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_cuneata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_ruscifolia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_ferricola,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_cymbifolia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_hirsuta,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_recurvata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_intermedia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_oligodonta,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_strigosa,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_virgata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_ovalis,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_denticulata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_prionota,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_heterophylla,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_robusta,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_lanceolata,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_integerrima,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_theodorifriesii,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_dregeana,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_ceresana,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_acanthophylla,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_phillipsii,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_pungens,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_schlechteri,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_ilicifolia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_grandifolia,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_reniformis,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_scandens,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_baccans,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
Cliffortia_neglecta,Dry,Achene,,Whitehouse (2002); Xiang et al. (2016)
