Species,Fruit_type,Fruit_type_and_notes,Notes,References
Tabernaemontana_pandacaqui,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_pauciflora,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_peduncularis,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_penduliflora,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_persicariifolia,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_phymata,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_psorocarpa,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_retusa,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_rupicola,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_salzmannii,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_sambiranensis,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_sananho,Fleshy,Berry,,"McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_sessilifolia,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_siphilitica,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_solanifolia,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_sphaerocarpa,Fleshy,Berry,,"McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_stellata,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_undulata,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_vanheurckii,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_ventricosa,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernanthe_iboga,Fleshy,,"Aril white, pulpy. 2n 1Ú4 22.",Endress et al. (2018)
Tacazzea_apiculata,Dry,,,Endress et al. (2018)
Tassadia_berteroana,Dry,,,Endress et al. (2018)
Tassadia_guianensis,Dry,,,Endress et al. (2018)
Tassadia_obovata,Dry,,,Endress et al. (2018)
Tavaresia_barklyi,Dry,,,Endress et al. (2018)
Telosma_cordata,Dry,,,Endress et al. (2018)
Temnadenia_odorifera,Dry,Follicle,with coma,Endress et al. (2018)
Temnadenia_violacea,Dry,Follicle,with coma,Endress et al. (2018)
Thevetia_ahouai,Fleshy,Drupe,"Fruit hemi-syncar- pous to syncarpous, red or black, drupaceous, indehiscent; mesocarp fleshy.",Endress et al. (2018)
Thyrsanthella_difformis,Dry,Follicle,,Endress et al. (2018)
Tintinnabularia_gratissima,Dry,Follicle,,Endress et al. (2018)
Tintinnabularia_mortonii,Dry,Follicle,,Endress et al. (2018)
Tonduzia_longifolia,Dry,Follicle,,Endress et al. (2018)
Toxocarpus_villosus,Dry,,,Endress et al. (2018)
Trachelospermum_asiaticum,Dry,Follicle,Coma present.,Endress et al. (2018)
Trachelospermum_axillare,Dry,Follicle,Coma present.,Endress et al. (2018)
Trachelospermum_jasminoides,Dry,Follicle,Coma present.,Endress et al. (2018)
Tridentea_virescens,Dry,,,Endress et al. (2018)
Tromotriche_longipes,Dry,,,Endress et al. (2018)
Tromotriche_revoluta,Dry,,,Endress et al. (2018)
Tweedia_brunonis,Dry,,,Endress et al. (2018)
Tylophora_anomala,Dry,Follicles,,Endress et al. (2018)
Tylophora_apiculata,Dry,Follicles,,Endress et al. (2018)
Tylophora_aristolochioides,Dry,Follicles,,Endress et al. (2018)
Tylophora_biglandulosa,Dry,Follicles,,Endress et al. (2018)
Tylophora_brownii,Dry,Follicles,,Endress et al. (2018)
Tylophora_conspicua,Dry,Follicles,,Endress et al. (2018)
Tylophora_coriacea,Dry,Follicles,,Endress et al. (2018)
Tylophora_flanaganii,Dry,Follicles,,Endress et al. (2018)
Tylophora_flexuosa,Dry,Follicles,,Endress et al. (2018)
Tylophora_floribunda,Dry,Follicles,,Endress et al. (2018)
Tylophora_heterophylla,Dry,Follicles,,Endress et al. (2018)
Tylophora_hirsuta,Dry,Follicles,,Endress et al. (2018)
Tylophora_indica,Dry,Follicles,,Endress et al. (2018)
Tylophora_japonica,Dry,Follicles,,Endress et al. (2018)
Tylophora_oblonga,Dry,Follicles,,Endress et al. (2018)
Tylophora_parviflora,Dry,Follicles,,Endress et al. (2018)
Tylophora_sylvatica,Dry,Follicles,,Endress et al. (2018)
Tylophora_tanakae,Dry,Follicles,,Endress et al. (2018)
Tylophora_tenuipedunculata,Dry,Follicles,,Endress et al. (2018)
Tylophora_tenuis,Dry,Follicles,,Endress et al. (2018)
Tylophora_villosa,Dry,Follicles,,Endress et al. (2018)
Urceola_lucida,Dry,Follicle,Coma present.,Endress et al. (2018)
Urceola_micrantha,Dry,Follicle,Coma present.,Endress et al. (2018)
Urceola_minutiflora,Dry,Follicle,Coma present.,Endress et al. (2018)
Urceola_rosea,Dry,Follicle,Coma present.,Endress et al. (2018)
Vallaris_solanacea,Dry,Follicle,Coma present.,Endress et al. (2018)
Vallesia_antillana,Fleshy,Drupe,,Endress et al. (2018)
Vinca_difformis,Dry,Follicles,,Endress et al. (2018)
Vinca_major,Dry,Follicles,,Endress et al. (2018)
Vinca_minor,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_acuminatum,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_amplexicaule,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_atratum,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_carnosum,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_hirundinaria,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_inamoenum,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_japonicum,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_katoi,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_macrophyllum,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_magnificum,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_mongolicum,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_nigrum,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_nipponicum,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_pycnostelma,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_rossicum,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_stocksii,Dry,Follicles,,Endress et al. (2018)
Vincetoxicum_yamanakae,Dry,Follicles,,Endress et al. (2018)
Voacanga_africana,Fleshy,Follicles,"Aril yellow to orange-red, pulpy. ",Endress et al. (2018)
Voacanga_globosa,Fleshy,Follicles,"Aril yellow to orange-red, pulpy. ",Endress et al. (2018)
Voacanga_grandifolia,Fleshy,Follicles,"Aril yellow to orange-red, pulpy. ",Endress et al. (2018)
Voacanga_psilocalyx,Fleshy,Follicles,"Aril yellow to orange-red, pulpy. ",Endress et al. (2018)
White_sloanea_crassa,Dry,,,Endress et al. (2018)
Willughbeia_angustifolia,Fleshy,"Berries large, spherical to pear-shaped; pulp edible.",,Endress et al. (2018)
Woodia_mucronata,Dry,Follicles,"Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.",Endress et al. (2018)
Wrightia_arborea,Dry,Follicles,with coma,Endress et al. (2018)
Wrightia_coccinea,Dry,Follicles,with coma,Endress et al. (2018)
Wrightia_dubia,Dry,Follicles,with coma,Endress et al. (2018)
Wrightia_lanceolata,Dry,Follicles,with coma,Endress et al. (2018)
Wrightia_religiosa,Dry,Follicles,with coma,Endress et al. (2018)
Wrightia_sirikitiae,Dry,Follicles,with coma,Endress et al. (2018)
Xysmalobium_fraternum,Dry,Follicles,"Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.",Endress et al. (2018)
Xysmalobium_gerrardii,Dry,Follicles,"Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.",Endress et al. (2018)
Xysmalobium_heudelotianum,Dry,Follicles,"Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.",Endress et al. (2018)
Xysmalobium_involucratum,Dry,Follicles,"Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.",Endress et al. (2018)
Xysmalobium_kaessneri,Dry,Follicles,"Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.",Endress et al. (2018)
Xysmalobium_parviflorum,Dry,Follicles,"Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.",Endress et al. (2018)
Xysmalobium_tysonianum,Dry,Follicles,"Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.",Endress et al. (2018)
Xysmalobium_undulatum,Dry,Follicles,"Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.",Endress et al. (2018)
Zygostelma_benthamii,Dry,,,Endress et al. (2018)
