"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"99","Rubus gunnianus","5","7.14","1.262141","0.564447","3.187154","Rubus gunnianus","5","1494.4","382.021334","170.845134","28433.733256","Rubus gunnianus","5","902.4","57.300087","25.625378","9157.283352","Rubus gunnianus","5","16703.4","3906.817669","1747.181977","5710467.900528"
"100","Geum aleppicum","716","5.374441","4.977575","0.186021","0.022257","Geum aleppicum","716","732.972067","348.983622","13.04213","198.55959","Geum aleppicum","715","1017.055944","274.574011","10.268486","64.036947","Geum aleppicum","715","7695.699301","4227.856485","158.112868","39933.341962"
"101","Cotoneaster pannosus","122","14.322951","2.917708","0.264157","0.130621","Cotoneaster pannosus","122","881.254098","350.25213","31.710338","1165.316937","Cotoneaster pannosus","119","1479.915966","308.981503","28.324288","384.759805","Cotoneaster pannosus","119","6420.462185","3375.333005","309.416269","239935.626073"
"102","Pyrus salicifolia","8","11.6375","2.212909","0.782381","1.991971","Pyrus salicifolia","8","504","127.54495","45.09395","17771.083285","Pyrus salicifolia","8","1209.25","62.481426","22.09052","5723.302095","Pyrus salicifolia","8","4265.625","931.838572","329.454687","3569042.43783"
"103","Cotoneaster glaucophyllus","40","13.8475","2.015197","0.318631","0.398394","Cotoneaster glaucophyllus","40","1043.45","617.466243","97.629985","3554.216657","Cotoneaster glaucophyllus","37","1425.27027","197.257256","32.428893","1237.470723","Cotoneaster glaucophyllus","37","7666","5302.929232","871.796195","771684.851423"
"104","Cotoneaster coriaceus","52","14.044231","2.985285","0.413985","0.306457","Cotoneaster coriaceus","52","1080.288462","359.061759","49.792907","2734.012813","Cotoneaster coriaceus","52","1314.192308","210.813554","29.23458","880.508015","Cotoneaster coriaceus","52","8534.5","3519.762534","488.103242","549083.451974"
"105","Rosa odorata","45","16.755556","5.112532","0.762131","0.354128","Rosa odorata","45","1228.244444","423.010432","63.058672","3159.303695","Rosa odorata","45","1317.288889","231.200879","34.465392","1017.475928","Rosa odorata","45","9129.933333","2857.506887","425.971976","634496.433392"
"106","Pyrus pashia","56","15.396429","4.546246","0.607518","0.284567","Pyrus pashia","56","1147.017857","334.521503","44.702316","2538.726184","Pyrus pashia","56","1242.571429","150.05161","20.05149","817.614585","Pyrus pashia","56","9068.625","2422.968432","323.782776","509863.205404"
"107","Crataegus phaenopyrum","13","12.053846","2.65914","0.737513","1.225829","Crataegus phaenopyrum","13","896.384615","120.747352","33.48929","10936.051252","Crataegus phaenopyrum","12","1386","246.799514","71.244883","3815.53473","Crataegus phaenopyrum","12","6718.333333","2043.451818","589.893729","2379361.62522"
"108","Spiraea douglasii","103","6.978641","2.796835","0.27558","0.154716","Spiraea douglasii","103","1108.699029","681.33181","67.133618","1380.278313","Spiraea douglasii","99","916.313131","263.486848","26.481425","462.489058","Spiraea douglasii","99","13345.787879","9547.999937","959.6101","288407.469724"
"109","Cotoneaster divaricatus","69","7.13913","1.130749","0.136126","0.230953","Cotoneaster divaricatus","69","867.057971","464.053302","55.865453","2060.415453","Cotoneaster divaricatus","57","744.438596","46.926241","6.215532","803.270469","Cotoneaster divaricatus","57","11966.859649","6866.157668","909.4448","500918.236888"
"110","Spiraea prunifolia","90","13.734444","3.191532","0.336417","0.177064","Spiraea prunifolia","90","1227.333333","452.303865","47.677014","1579.651848","Spiraea prunifolia","90","1292.577778","237.750506","25.061104","508.737964","Spiraea prunifolia","90","9963.144444","4332.283594","456.662788","317248.216696"
"111","Potentilla uniflora","89","-4.191011","5.059996","0.536359","0.179054","Potentilla uniflora","89","557.573034","492.263046","52.179779","1597.400745","Potentilla uniflora","87","725.402299","233.343467","25.017046","526.280652","Potentilla uniflora","87","9447.804598","10218.751408","1095.565147","328187.810375"
"112","Photinia prunifolia","49","19.677551","1.98224","0.283177","0.32522","Photinia prunifolia","49","1669.285714","274.347104","39.192443","2901.401353","Photinia prunifolia","49","1304.408163","89.387014","12.769573","934.416669","Photinia prunifolia","49","12825.77551","1995.237666","285.033952","582700.806176"
"113","Rosa abyssinica","5","15.12","1.732628","0.774855","3.187154","Rosa abyssinica","5","1069.4","202.000743","90.337479","28433.733256","Rosa abyssinica","5","1699","112.964596","50.519303","9157.283352","Rosa abyssinica","5","6245.6","1465.779417","655.516483","5710467.900528"
"114","Cliffortia atrata","3","15.166667","0.896289","0.517473","5.311924","Cliffortia atrata","3","821.333333","152.700142","88.161468","47389.555426","Cliffortia atrata","2","1596.5","180.312229","127.5","22893.20838","Cliffortia atrata","2","4552.5","713.470742","504.5","14276169.751319"
"115","Aphanes cornucopioides","32","13.1625","2.169101","0.383447","0.497993","Aphanes cornucopioides","32","553.125","115.307933","20.383755","4442.770821","Aphanes cornucopioides","32","1533.59375","160.621547","28.394146","1430.825524","Aphanes cornucopioides","32","3716.34375","1180.912048","208.757729","892260.609457"
"116","Rubus glaucus","30","14.886667","4.456203","0.813588","0.531192","Rubus glaucus","30","1985.1","822.527742","150.172333","4738.955543","Rubus glaucus","30","1253.666667","218.65724","39.921168","1526.213892","Rubus glaucus","30","14637.566667","4877.628873","890.52912","951744.650088"
"117","Geum reptans","12","0.716667","3.638639","1.050385","1.327981","Geum reptans","12","1399.166667","269.498468","77.797507","11847.388857","Geum reptans","12","737.666667","125.781436","36.309973","3815.53473","Geum reptans","12","17611.5","5668.234638","1636.278397","2379361.62522"
"118","Rubus pedemontanus","70","7.728571","1.001179","0.119664","0.227654","Rubus pedemontanus","70","667.157143","105.738073","12.638117","2030.980947","Rubus pedemontanus","67","786.059701","51.232648","6.259064","683.379355","Rubus pedemontanus","67","8932.537313","1718.412008","209.93744","426154.320935"
"119","Cliffortia pedunculata","1","16.1",NA,NA,"15.935771","Cliffortia pedunculata","1","940",NA,NA,"142168.666279","Cliffortia pedunculata","1","1730",NA,NA,"45786.41676","Cliffortia pedunculata","1","4682",NA,NA,"28552339.502639"
"120","Alchemilla alpina","106","2.941509","2.976315","0.289085","0.150337","Alchemilla alpina","106","1069.735849","516.772535","50.193386","1341.213833","Alchemilla alpina","97","612.082474","101.690674","10.325124","472.024915","Alchemilla alpina","97","17630.268041","8229.494714","835.57859","294354.015491"
"121","Cliffortia polygonifolia","4","17.2","0.503322","0.251661","3.983943","Cliffortia polygonifolia","4","574.75","206.503228","103.251614","35542.16657","Cliffortia polygonifolia","4","1796.5","93.824304","46.912152","11446.60419","Cliffortia polygonifolia","4","2818.75","920.729919","460.36496","7138084.87566"
"122","Bencomia caudata","4","16.5","1.722401","0.861201","3.983943","Bencomia caudata","4","418","80.016665","40.008332","35542.16657","Bencomia caudata","4","1682.75","25.421448","12.710724","11446.60419","Bencomia caudata","4","2261","191.215411","95.607706","7138084.87566"
"123","Cliffortia pungens","1","12.3",NA,NA,"15.935771","Cliffortia pungens","1","576",NA,NA,"142168.666279","Cliffortia pungens","1","1685",NA,NA,"45786.41676","Cliffortia pungens","1","2859",NA,NA,"28552339.502639"
"124","Pyrus spinosa","49","14.261224","2.538275","0.362611","0.32522","Pyrus spinosa","49","769.673469","235.907502","33.701072","2901.401353","Pyrus spinosa","48","1413.666667","197.709472","28.536904","953.883682","Pyrus spinosa","48","5513.020833","2064.96471","298.051983","594840.406305"
"125","Prunus spinulosa","49","16.383673","2.513824","0.359118","0.32522","Prunus spinulosa","49","1795.632653","471.977431","67.425347","2901.401353","Prunus spinulosa","49","1234.530612","126.534762","18.076395","934.416669","Prunus spinulosa","49","14752.489796","4832.731272","690.390182","582700.806176"
"126","Rubus neomexicanus","16","10.35625","2.693441","0.67336","0.995986","Rubus neomexicanus","16","541.5625","198.637012","49.659253","8885.541642","Rubus neomexicanus","16","1927.0625","174.845634","43.711408","2861.651047","Rubus neomexicanus","16","3013.25","1109.213806","277.303452","1784521.218915"
"127","Rubus leucodermis","68","8.764706","2.836582","0.343986","0.23435","Rubus leucodermis","68","1033.970588","568.556879","68.947649","2090.715681","Rubus leucodermis","67","1353.343284","327.842514","40.052338","683.379355","Rubus leucodermis","67","8936.223881","7073.131983","864.120604","426154.320935"
"128","Amelanchier utahensis","165","7.94303","3.77046","0.29353","0.09658","Amelanchier utahensis","165","513.563636","303.177125","23.602307","861.62828","Amelanchier utahensis","165","1657.733333","339.576891","26.436025","277.493435","Amelanchier utahensis","165","3389.769697","2773.783461","215.93875","173044.481834"
"129","Cercocarpus montanus","147","10.546259","4.477237","0.369276","0.108407","Cercocarpus montanus","147","468.210884","221.911473","18.30295","967.133784","Cercocarpus montanus","147","1813.319728","326.109843","26.897087","311.472223","Cercocarpus montanus","147","2694.571429","1692.722485","139.613397","194233.602059"
"130","Coleogyne ramosissima","34","13.070588","3.069353","0.52639","0.468699","Coleogyne ramosissima","34","256","104.584314","17.936062","4181.431361","Coleogyne ramosissima","34","2269.470588","329.925633","56.581779","1346.659316","Coleogyne ramosissima","34","1195.882353","581.136753","99.664131","839774.691254"
"131","Dasiphora fruticosa","403","0.501241","6.351058","0.316369","0.039543","Dasiphora fruticosa","403","612.277916","335.487337","16.711815","352.775847","Dasiphora fruticosa","400","854.16","296.725968","14.836298","114.466042","Dasiphora fruticosa","400","7886.7325","5056.795095","252.839755","71380.848757"
"132","Prunus fasciculata","37","14.643243","3.401188","0.559152","0.430697","Prunus fasciculata","37","270.567568","126.639809","20.819456","3842.396386","Prunus fasciculata","37","2406.108108","332.496682","54.662118","1237.470723","Prunus fasciculata","37","1150.108108","627.400049","103.143933","771684.851423"
"133","Lindleya mespiloides","28","18.060714","2.301906","0.435019","0.569135","Lindleya mespiloides","28","525.821429","232.403712","43.920173","5077.452367","Lindleya mespiloides","28","1949.071429","167.700334","31.692384","1635.22917","Lindleya mespiloides","28","2622.142857","1164.318135","220.035445","1019726.410809"
"134","Crataegus saligna","8","5.35","2.516801","0.889824","1.991971","Crataegus saligna","8","385.625","101.194209","35.777556","17771.083285","Crataegus saligna","8","1498.25","142.83632","50.500265","5723.302095","Crataegus saligna","8","2391.375","574.693443","203.184815","3569042.43783"
"135","Geum vernum","74","10.982432","2.085525","0.242437","0.215348","Geum vernum","74","1025.635135","127.300268","14.798356","1921.198193","Geum vernum","74","1245.675676","152.22191","17.695438","618.735362","Geum vernum","74","8373.5","1069.698898","124.349971","385842.425711"
"136","Physocarpus malvaceus","55","5.52","2.371779","0.319811","0.289741","Physocarpus malvaceus","55","555.763636","301.666112","40.67665","2584.884841","Physocarpus malvaceus","55","1289.945455","232.880546","31.401606","832.480305","Physocarpus malvaceus","55","4660.109091","4605.183761","620.962852","519133.445503"
"137","Rubus arizonensis","8","17.025","2.219878","0.784845","1.991971","Rubus arizonensis","8","472.125","71.728531","25.359865","17771.083285","Rubus arizonensis","8","2397.125","150.603014","53.246206","5723.302095","Rubus arizonensis","8","1986.5","409.889881","144.917957","3569042.43783"
"138","Adenostoma fasciculatum","21","15.119048","1.5286","0.333568","0.758846","Adenostoma fasciculatum","21","402.904762","146.482731","31.965153","6769.936489","Adenostoma fasciculatum","21","1815","257.312456","56.150181","2180.30556","Adenostoma fasciculatum","21","2175.428571","863.789417","188.494304","1359635.214411"
"139","Kageneckia oblonga","7","10.328571","5.585611","2.111163","2.276539","Kageneckia oblonga","7","596.142857","354.037394","133.813557","20309.809468","Kageneckia oblonga","7","1441.714286","189.961149","71.798566","6540.91668","Kageneckia oblonga","7","3889.285714","2410.550401","911.102412","4078905.643234"
"140","Potentilla thurberi","32","12.840625","3.178847","0.561946","0.497993","Potentilla thurberi","32","603","183.475937","32.43427","4442.770821","Potentilla thurberi","32","1980.84375","166.481251","29.430005","1430.825524","Potentilla thurberi","32","3212.46875","1194.711545","211.197159","892260.609457"
"141","Prunus tucumanensis","8","17.0375","2.216779","0.78375","1.991971","Prunus tucumanensis","8","700.875","85.006617","30.054378","17771.083285","Prunus tucumanensis","8","1624.75","36.919797","13.053119","5723.302095","Prunus tucumanensis","8","4378.125","522.137485","184.603478","3569042.43783"
"142","Chamaebatia foliolosa","11","9.663636","4.031693","1.215601","1.448706","Chamaebatia foliolosa","11","954","253.573658","76.455335","12924.424207","Chamaebatia foliolosa","11","1655.818182","175.919765","53.041805","4162.401524","Chamaebatia foliolosa","11","5882.727273","1613.936064","486.620033","2595667.227513"
"143","Lachemilla procumbens","14","12.514286","1.976733","0.528304","1.138269","Lachemilla procumbens","14","1092.785714","175.519089","46.90945","10154.904734","Lachemilla procumbens","14","1626.285714","162.192397","43.347741","3270.45834","Lachemilla procumbens","14","6749.357143","1512.688366","404.282971","2039452.821617"
"144","Ivesia kingii","20","9.21","1.803476","0.403269","0.796789","Ivesia kingii","20","229.15","63.76377","14.258012","7108.433314","Ivesia kingii","20","1947.35","187.537582","41.934678","2289.320838","Ivesia kingii","20","1193.25","450.633224","100.764652","1427616.975132"
"145","Potentilla biennis","102","7.285294","3.201466","0.316992","0.156233","Potentilla biennis","102","445.892157","272.431839","26.974772","1393.810454","Potentilla biennis","102","1528.843137","304.975076","30.197032","448.886439","Potentilla biennis","102","3087","2450.038213","242.589932","279924.897085"
"146","Adenostoma sparsifolium","5","13.26","2.035436","0.910275","3.187154","Adenostoma sparsifolium","5","469.8","172.715662","77.240792","28433.733256","Adenostoma sparsifolium","5","1965.6","88.934245","39.772603","9157.283352","Adenostoma sparsifolium","5","2622.8","1098.259851","491.156737","5710467.900528"
"147","Rosa banksiae","8","15.7125","2.994489","1.058712","1.991971","Rosa banksiae","8","869.25","370.514604","130.996695","17771.083285","Rosa banksiae","7","1632","516.79106","195.328661","6540.91668","Rosa banksiae","7","5617.571429","3152.660351","1191.593608","4078905.643234"
