"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"274","Lycium chanar","6","5.639303","0.011958","0.004882","2.9e-05","Lycium chanar","6","4.52","0.338526","0.138203","0.038445","Lycium chanar","6","7.620302","0.024009","0.009802","0.006351","Lycium chanar","6","6.192276","0.330014","0.134728","0.055584"
"275","Solanum tripartitum","20","5.648758","0.012548","0.002806","9e-06","Solanum tripartitum","20","5.776854","0.71959","0.160905","0.011533","Solanum tripartitum","20","7.469411","0.098959","0.022128","0.001905","Solanum tripartitum","20","7.561529","0.755453","0.168924","0.016675"
"276","Solanum caesium","9","5.684545","0.009012","0.003004","2e-05","Solanum caesium","9","6.799477","0.202211","0.067404","0.02563","Solanum caesium","9","7.450095","0.057971","0.019324","0.004234","Solanum caesium","9","8.535787","0.249629","0.08321","0.037056"
"277","Solanum robustum","45","5.684005","0.005932","0.000884","4e-06","Solanum robustum","45","7.237816","0.152856","0.022786","0.005126","Solanum robustum","45","7.306321","0.136067","0.020284","0.000847","Solanum robustum","45","9.1475","0.21963","0.032741","0.007411"
"278","Nolana rupicola","6","5.670618","0.004937","0.002016","2.9e-05","Nolana rupicola","6","3.371264","1.042908","0.425765","0.038445","Nolana rupicola","6","7.397391","0.188445","0.076932","0.006351","Nolana rupicola","6","5.248955","1.181861","0.482493","0.055584"
"279","Capsicum recurvatum","12","5.674166","0.005983","0.001727","1.5e-05","Capsicum recurvatum","12","7.442201","0.227196","0.065586","0.019222","Capsicum recurvatum","12","7.065436","0.07314","0.021114","0.003176","Capsicum recurvatum","12","9.59822","0.261772","0.075567","0.027792"
"280","Solanum laxum","70","5.676743","0.007123","0.000851","3e-06","Solanum laxum","70","7.286206","0.213664","0.025538","0.003295","Solanum laxum","69","7.269653","0.139355","0.016776","0.000552","Solanum laxum","69","9.24907","0.274486","0.033044","0.004833"
"281","Solanum vernei","10","5.657017","0.016838","0.005325","1.8e-05","Solanum vernei","10","5.725261","0.539086","0.170474","0.023067","Solanum vernei","10","7.537495","0.081944","0.025913","0.003811","Solanum vernei","10","7.466695","0.580323","0.183514","0.033351"
"282","Solanum okadae","4","5.646565","0.017735","0.008868","4.4e-05","Solanum okadae","4","5.963131","0.933119","0.46656","0.057667","Solanum okadae","4","7.415991","0.11735","0.058675","0.009527","Solanum okadae","4","7.846524","0.945883","0.472942","0.083376"
"283","Anthocercis angustifolia","2","5.666427","0.000734","0.000519","8.8e-05","Anthocercis angustifolia","2","6.24382","0.218885","0.154775","0.115334","Anthocercis angustifolia","2","7.596219","0.160566","0.113537","0.019053","Anthocercis angustifolia","2","7.887202","0.444324","0.314185","0.166753"
"284","Nicotiana bonariensis","18","5.669878","0.006857","0.001616","1e-05","Nicotiana bonariensis","18","7.386001","0.128328","0.030247","0.012815","Nicotiana bonariensis","17","7.155044","0.131121","0.031802","0.002242","Nicotiana bonariensis","17","9.455767","0.187698","0.045523","0.019618"
"285","Lycianthes geminiflora","8","5.67673","0.007417","0.002622","2.2e-05","Lycianthes geminiflora","8","7.608468","0.361585","0.12784","0.028834","Lycianthes geminiflora","8","7.345567","0.092697","0.032773","0.004763","Lycianthes geminiflora","8","9.401527","0.548318","0.19386","0.041688"
"286","Lycium fuscum","2","5.631843","0.018489","0.013074","8.8e-05","Lycium fuscum","2","4.668134","0.00664","0.004695","0.115334","Lycium fuscum","2","7.520825","0.153675","0.108665","0.019053","Lycium fuscum","2","6.360943","0.206949","0.146335","0.166753"
"287","Nicotiana noctiflora","30","5.662356","0.014028","0.002561","6e-06","Nicotiana noctiflora","30","5.659483","0.681279","0.124384","0.007689","Nicotiana noctiflora","30","7.50835","0.145808","0.026621","0.00127","Nicotiana noctiflora","30","7.405451","0.752455","0.137379","0.011117"
"288","Solanum mortonii","1","5.678977",NA,NA,"0.000176","Solanum mortonii","1","5.921578",NA,NA,"0.230668","Solanum mortonii","1","7.614805",NA,NA,"0.038107","Solanum mortonii","1","7.70886",NA,NA,"0.333506"
"289","Lycium tenuispinosum","15","5.660675","0.012446","0.003214","1.2e-05","Lycium tenuispinosum","15","5.538206","0.501248","0.129422","0.015378","Lycium tenuispinosum","15","7.50369","0.125565","0.032421","0.00254","Lycium tenuispinosum","15","7.313314","0.624634","0.16128","0.022234"
"290","Nicotiana wigandioides","5","5.660593","0.009853","0.004406","3.5e-05","Nicotiana wigandioides","5","6.678412","0.250656","0.112097","0.046134","Nicotiana wigandioides","5","7.300182","0.106744","0.047737","0.007621","Nicotiana wigandioides","5","8.731072","0.101993","0.045613","0.066701"
"291","Deprea orinocensis","12","5.66654","0.011449","0.003305","1.5e-05","Deprea orinocensis","12","7.510746","0.499023","0.144056","0.019222","Deprea orinocensis","12","7.184535","0.060235","0.017388","0.003176","Deprea orinocensis","12","9.445883","0.391653","0.11306","0.027792"
"292","Solanum hystrix","15","5.671658","0.002356","0.000608","1.2e-05","Solanum hystrix","15","5.655624","0.212272","0.054808","0.015378","Solanum hystrix","14","7.679233","0.091242","0.024385","0.002722","Solanum hystrix","14","7.148846","0.278439","0.074416","0.023822"
"293","Solanum cylindricum","10","5.67307","0.005261","0.001664","1.8e-05","Solanum cylindricum","10","7.488344","0.102166","0.032308","0.023067","Solanum cylindricum","10","7.199102","0.101412","0.032069","0.003811","Solanum cylindricum","10","9.483625","0.160053","0.050613","0.033351"
"294","Lycium vimineum","2","5.675203","0.005821","0.004116","8.8e-05","Lycium vimineum","2","6.884936","0.091811","0.06492","0.115334","Lycium vimineum","2","7.390429","0.071971","0.050891","0.019053","Lycium vimineum","2","8.71974","0.039724","0.028089","0.166753"
"295","Solanum asymmetriphyllum","1","5.706279",NA,NA,"0.000176","Solanum asymmetriphyllum","1","7.289611",NA,NA,"0.230668","Solanum asymmetriphyllum","1","7.710653",NA,NA,"0.038107","Solanum asymmetriphyllum","1","8.802372",NA,NA,"0.333506"
"296","Nicotiana plumbaginifolia","77","5.688127","0.013305","0.001516","2e-06","Nicotiana plumbaginifolia","77","6.867708","0.51878","0.05912","0.002996","Nicotiana plumbaginifolia","76","7.466437","0.116776","0.013395","0.000501","Nicotiana plumbaginifolia","76","8.617495","0.589439","0.067613","0.004388"
"297","Capsicum ceratocalyx","1","5.67761",NA,NA,"0.000176","Capsicum ceratocalyx","1","7.041412",NA,NA,"0.230668","Capsicum ceratocalyx","1","7.338888",NA,NA,"0.038107","Capsicum ceratocalyx","1","8.929833",NA,NA,"0.333506"
"298","Solanum infundibuliforme","5","5.641798","0.002549","0.00114","3.5e-05","Solanum infundibuliforme","5","5.26303","0.254036","0.113608","0.046134","Solanum infundibuliforme","5","7.530152","0.033057","0.014784","0.007621","Solanum infundibuliforme","5","7.115542","0.224654","0.100468","0.066701"
"299","Lycium minutifolium","2","5.645969","0.005494","0.003885","8.8e-05","Lycium minutifolium","2","3.700616","0.927856","0.656093","0.115334","Lycium minutifolium","2","7.597313","0.228925","0.161874","0.019053","Lycium minutifolium","2","5.155409","1.323564","0.935901","0.166753"
"300","Schizanthus grahamii","8","5.629976","0.012673","0.004481","2.2e-05","Schizanthus grahamii","8","6.406337","0.261004","0.092279","0.028834","Schizanthus grahamii","8","7.199544","0.169328","0.059866","0.004763","Schizanthus grahamii","8","8.316063","0.171991","0.060808","0.041688"
"301","Solanum inelegans","3","5.660304","0.01209","0.00698","5.9e-05","Solanum inelegans","3","6.976008","0.269672","0.155695","0.076889","Solanum inelegans","3","7.208197","0.034696","0.020032","0.012702","Solanum inelegans","3","8.955306","0.278561","0.160827","0.111169"
"302","Nolana stenophylla","1","5.671776",NA,NA,"0.000176","Nolana stenophylla","1","2.397895",NA,NA,"0.230668","Nolana stenophylla","1","7.407318",NA,NA,"0.038107","Nolana stenophylla","1","5.693732",NA,NA,"0.333506"
"303","Solanum lycopersicoides","2","5.639546","0.014577","0.010307","8.8e-05","Solanum lycopersicoides","2","5.095835","0.496251","0.350902","0.115334","Solanum lycopersicoides","2","7.445909","0.039214","0.027728","0.019053","Solanum lycopersicoides","2","6.640094","0.671293","0.474676","0.166753"
"304","Nierembergia ericoides","5","5.663747","0.00548","0.002451","3.5e-05","Nierembergia ericoides","5","6.816325","0.18428","0.082413","0.046134","Nierembergia ericoides","5","7.272419","0.082301","0.036806","0.007621","Nierembergia ericoides","5","8.786403","0.214865","0.096091","0.066701"
"305","Nierembergia browallioides","14","5.662572","0.009436","0.002522","1.3e-05","Nierembergia browallioides","14","6.175947","0.432671","0.115636","0.016476","Nierembergia browallioides","14","7.434598","0.071135","0.019012","0.002722","Nierembergia browallioides","14","7.977427","0.458992","0.122671","0.023822"
"306","Nicotiana linearis","20","5.641413","0.008377","0.001873","9e-06","Nicotiana linearis","20","5.878492","0.692843","0.154924","0.011533","Nicotiana linearis","20","7.289023","0.12959","0.028977","0.001905","Nicotiana linearis","20","7.832828","0.77452","0.173188","0.016675"
"307","Solanum etuberosum","2","5.627618","0.003307","0.002338","8.8e-05","Solanum etuberosum","2","6.823723","0.214523","0.151691","0.115334","Solanum etuberosum","2","7.137606","0.229374","0.162192","0.019053","Solanum etuberosum","2","8.859709","0.539179","0.381257","0.166753"
"308","Datura discolor","121","5.687802","0.010711","0.000974","1e-06","Datura discolor","121","5.966013","0.935658","0.08506","0.001906","Datura discolor","114","7.643322","0.154788","0.014497","0.000334","Datura discolor","114","7.569501","0.972873","0.091118","0.002925"
"309","Solanum aridum","14","5.688713","0.002956","0.00079","1.3e-05","Solanum aridum","14","6.745926","0.269363","0.07199","0.016476","Solanum aridum","14","7.520599","0.057481","0.015362","0.002722","Solanum aridum","14","8.444545","0.342137","0.09144","0.023822"
"310","Nolana linearifolia","3","5.669364","0.000345","0.000199","5.9e-05","Nolana linearifolia","2","1.497866","1.138044","0.804719","0.076889","Nolana linearifolia","3","7.600577","0.168322","0.097181","0.012702","Nolana linearifolia","3","2.267465","0.580687","0.33526","0.111169"
"311","Cestrum rigidum","18","5.667893","0.016435","0.003874","1e-05","Cestrum rigidum","18","7.073799","0.354313","0.083512","0.012815","Cestrum rigidum","18","7.248552","0.085369","0.020122","0.002117","Cestrum rigidum","18","9.078635","0.313632","0.073924","0.018528"
"312","Solanum poinsettiifolium","9","5.694056","0.008493","0.002831","2e-05","Solanum poinsettiifolium","9","7.40393","0.328416","0.109472","0.02563","Solanum poinsettiifolium","9","7.344376","0.078393","0.026131","0.004234","Solanum poinsettiifolium","9","9.300843","0.376772","0.125591","0.037056"
"313","Capsicum cardenasii","1","5.64102",NA,NA,"0.000176","Capsicum cardenasii","1","6.324359",NA,NA,"0.230668","Capsicum cardenasii","1","7.235619",NA,NA,"0.038107","Capsicum cardenasii","1","8.400884",NA,NA,"0.333506"
"314","Pantacantha ameghinoi","13","5.644209","0.010877","0.003017","1.4e-05","Pantacantha ameghinoi","13","5.536639","0.455463","0.126323","0.017744","Pantacantha ameghinoi","13","7.416614","0.101592","0.028177","0.002931","Pantacantha ameghinoi","13","7.440857","0.508853","0.14113","0.025654"
"315","Nicotiana maritima","21","5.667681","0.003482","0.00076","8e-06","Nicotiana maritima","21","5.98219","0.359858","0.078527","0.010984","Nicotiana maritima","22","7.567637","0.134378","0.028649","0.001732","Nicotiana maritima","22","7.620473","0.451075","0.09617","0.015159"
"316","Lycium nodosum","26","5.691535","0.010995","0.002156","7e-06","Lycium nodosum","26","6.400394","0.56016","0.109856","0.008872","Lycium nodosum","26","7.529992","0.141256","0.027703","0.001466","Lycium nodosum","26","8.157107","0.495766","0.097228","0.012827"
"317","Capsicum hunzikerianum","2","5.667289","0.002934","0.002075","8.8e-05","Capsicum hunzikerianum","2","7.540307","0.235192","0.166306","0.115334","Capsicum hunzikerianum","2","6.992601","0.059095","0.041786","0.019053","Capsicum hunzikerianum","2","9.736109","0.189691","0.134132","0.166753"
"318","Schizanthus pinnatus","20","5.656465","0.008406","0.00188","9e-06","Schizanthus pinnatus","20","6.587064","0.905328","0.202437","0.011533","Schizanthus pinnatus","19","7.133188","0.176325","0.040452","0.002006","Schizanthus pinnatus","19","8.689823","1.009923","0.231692","0.017553"
"319","Solanum multispinum","8","5.692043","0.003177","0.001123","2.2e-05","Solanum multispinum","8","7.035079","0.161611","0.057138","0.028834","Solanum multispinum","8","7.508979","0.031198","0.01103","0.004763","Solanum multispinum","8","8.712823","0.197769","0.069922","0.041688"
"320","Dyssochroma viridiflora","24","5.679752","0.006875","0.001403","7e-06","Dyssochroma viridiflora","24","7.25135","0.318132","0.064938","0.009611","Dyssochroma viridiflora","24","7.147099","0.082442","0.016828","0.001588","Dyssochroma viridiflora","24","9.323949","0.361889","0.07387","0.013896"
"321","Solanum palustre","3","5.644384","0.013539","0.007817","5.9e-05","Solanum palustre","3","6.744779","0.584299","0.337345","0.076889","Solanum palustre","3","7.102877","0.036473","0.021058","0.012702","Solanum palustre","3","8.818806","0.723139","0.417504","0.111169"
"322","Physalis greenmanii","2","5.674521","0.004369","0.003089","8.8e-05","Physalis greenmanii","2","7.453688","0.087195","0.061656","0.115334","Physalis greenmanii","2","7.221599","0.049071","0.034698","0.019053","Physalis greenmanii","2","9.333404","0.029384","0.020778","0.166753"
"323","Cestrum guatemalense","6","5.67072","0.013827","0.005645","2.9e-05","Cestrum guatemalense","6","7.177316","0.121029","0.04941","0.038445","Cestrum guatemalense","6","7.357971","0.085266","0.03481","0.006351","Cestrum guatemalense","6","9.018768","0.230769","0.094211","0.055584"
"324","Dunalia spinosa","12","5.652052","0.013703","0.003956","1.5e-05","Dunalia spinosa","12","5.342175","1.585586","0.457719","0.019222","Dunalia spinosa","12","7.379353","0.159892","0.046157","0.003176","Dunalia spinosa","12","7.18892","1.723362","0.497492","0.027792"
"325","Nierembergia rivularis","6","5.671255","0.012164","0.004966","2.9e-05","Nierembergia rivularis","6","6.713636","0.399329","0.163025","0.038445","Nierembergia rivularis","6","7.391719","0.067454","0.027538","0.006351","Nierembergia rivularis","6","8.608948","0.433195","0.176851","0.055584"
"326","Lycianthes tricolor","16","5.674744","0.009028","0.002257","1.1e-05","Lycianthes tricolor","16","7.357589","0.310264","0.077566","0.014417","Lycianthes tricolor","16","7.379341","0.093258","0.023314","0.002382","Lycianthes tricolor","16","9.1013","0.314988","0.078747","0.020844"
"327","Anthotroche myoporoides","3","5.683294","0.002598","0.0015","5.9e-05","Anthotroche myoporoides","3","5.702974","0.19146","0.110539","0.076889","Anthotroche myoporoides","3","7.815557","0.050587","0.029206","0.012702","Anthotroche myoporoides","3","7.119919","0.110998","0.064085","0.111169"
"328","Nicotiana tomentosiformis","9","5.674","0.018033","0.006011","2e-05","Nicotiana tomentosiformis","9","7.11386","0.293352","0.097784","0.02563","Nicotiana tomentosiformis","9","7.291356","0.08016","0.02672","0.004234","Nicotiana tomentosiformis","9","9.106025","0.273304","0.091101","0.037056"
"329","Brugmansia aurea","25","5.669418","0.013194","0.002639","7e-06","Brugmansia aurea","25","7.437256","0.414964","0.082993","0.009227","Brugmansia aurea","25","7.128129","0.135387","0.027077","0.001524","Brugmansia aurea","25","9.47481","0.398889","0.079778","0.01334"
"330","Deprea hawkesii","7","5.670467","0.013537","0.005117","2.5e-05","Deprea hawkesii","7","7.605067","0.339306","0.128246","0.032953","Deprea hawkesii","7","7.030888","0.126078","0.047653","0.005444","Deprea hawkesii","7","9.665827","0.350093","0.132323","0.047644"
"331","Physalis melanocystis","27","5.691395","0.011051","0.002127","7e-06","Physalis melanocystis","27","7.116255","0.417868","0.080419","0.008543","Physalis melanocystis","27","7.486758","0.090104","0.017341","0.001411","Physalis melanocystis","27","8.829698","0.504937","0.097175","0.012352"
