"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"525","Cliffortia cymbifolia","2","5.65894","0.008874","0.006275","0.000103","Cliffortia cymbifolia","2","6.655002","0.041874","0.029609","0.083451","Cliffortia cymbifolia","2","7.505508","0.080856","0.057174","0.025514","Cliffortia cymbifolia","2","7.97209","0.261216","0.184708","0.105729"
"526","Cliffortia erectisepala","2","5.663129","0.004419","0.003125","0.000103","Cliffortia erectisepala","2","6.414452","0.634","0.448306","0.083451","Cliffortia erectisepala","2","7.484379","0.066713","0.047173","0.025514","Cliffortia erectisepala","2","8.028349","0.629468","0.445101","0.105729"
"527","Cliffortia hirsuta","1","5.661397",NA,NA,"0.000206","Cliffortia hirsuta","1","6.922644",NA,NA,"0.166901","Cliffortia hirsuta","1","7.374002",NA,NA,"0.051029","Cliffortia hirsuta","1","8.569596",NA,NA,"0.211458"
"528","Cliffortia neglecta","7","5.655708","0.004465","0.001688","2.9e-05","Cliffortia neglecta","7","6.32705","0.395768","0.149586","0.023843","Cliffortia neglecta","7","7.443171","0.049966","0.018885","0.00729","Cliffortia neglecta","7","7.924899","0.297866","0.112583","0.030208"
"529","Cliffortia filicauloides","1","5.641375",NA,NA,"0.000206","Cliffortia filicauloides","1","6.75227",NA,NA,"0.166901","Cliffortia filicauloides","1","7.306531",NA,NA,"0.051029","Cliffortia filicauloides","1","8.801921",NA,NA,"0.211458"
"530","Cliffortia marginata","1","5.6666",NA,NA,"0.000206","Cliffortia marginata","1","6.710523",NA,NA,"0.166901","Cliffortia marginata","1","7.382746",NA,NA,"0.051029","Cliffortia marginata","1","8.377011",NA,NA,"0.211458"
"531","Cliffortia integerrima","1","5.665561",NA,NA,"0.000206","Cliffortia integerrima","1","6.981006",NA,NA,"0.166901","Cliffortia integerrima","1","7.40001",NA,NA,"0.051029","Cliffortia integerrima","1","8.350902",NA,NA,"0.211458"
"532","Cliffortia phillipsii","1","5.659656",NA,NA,"0.000206","Cliffortia phillipsii","1","6.937314",NA,NA,"0.166901","Cliffortia phillipsii","1","7.385851",NA,NA,"0.051029","Cliffortia phillipsii","1","8.576405",NA,NA,"0.211458"
"533","Crataegus heldreichii","6","5.647312","0.013585","0.005546","3.4e-05","Crataegus heldreichii","6","6.737931","0.195724","0.079904","0.027817","Crataegus heldreichii","6","7.14061","0.130224","0.053164","0.008505","Crataegus heldreichii","6","8.777103","0.233114","0.095168","0.035243"
"534","Cliffortia complanata","2","5.666076","0.004161","0.002942","0.000103","Cliffortia complanata","2","6.447681","0.526561","0.372335","0.083451","Cliffortia complanata","2","7.527012","0.045292","0.032026","0.025514","Cliffortia complanata","2","7.862274","0.504566","0.356782","0.105729"
"535","Prunus maackii","29","5.618812","0.017358","0.003223","7e-06","Prunus maackii","29","6.680959","0.311974","0.057932","0.005755","Prunus maackii","28","6.776381","0.133012","0.025137","0.001822","Prunus maackii","28","9.084641","0.265312","0.050139","0.007552"
"536","Alchemilla hispanica","3","5.636623","0.00545","0.003147","6.9e-05","Alchemilla hispanica","3","6.920369","0.030194","0.017433","0.055634","Alchemilla hispanica","3","6.875415","0.022049","0.01273","0.01701","Alchemilla hispanica","3","9.346777","0.076721","0.044295","0.070486"
"537","Crataegus triflora","19","5.670439","0.005267","0.001208","1.1e-05","Crataegus triflora","19","7.268649","0.074989","0.017204","0.008784","Crataegus triflora","19","7.307672","0.052522","0.012049","0.002686","Crataegus triflora","19","9.184916","0.096589","0.022159","0.011129"
"538","Crataegus dodgei","21","5.640081","0.004489","0.00098","1e-05","Crataegus dodgei","21","6.893489","0.148007","0.032298","0.007948","Crataegus dodgei","21","6.965168","0.077056","0.016815","0.00243","Crataegus dodgei","21","9.161864","0.146619","0.031995","0.010069"
"539","Crataegus compacta","2","5.639242","0.002514","0.001778","0.000103","Crataegus compacta","2","6.75013","0.12484","0.088275","0.083451","Crataegus compacta","2","6.913913","0.035837","0.025341","0.025514","Crataegus compacta","2","9.100692","0.158739","0.112245","0.105729"
"540","Rosa marginata","13","5.63995","0.003142","0.000871","1.6e-05","Rosa marginata","13","6.471466","0.206216","0.057194","0.012839","Rosa marginata","13","6.789128","0.08221","0.022801","0.003925","Rosa marginata","13","8.915845","0.278707","0.077299","0.016266"
"541","Crataegus pentagyna","21","5.648699","0.005729","0.00125","1e-05","Crataegus pentagyna","21","6.49642","0.343781","0.075019","0.007948","Crataegus pentagyna","21","7.031604","0.06386","0.013935","0.00243","Crataegus pentagyna","21","8.675106","0.40139","0.08759","0.010069"
"542","Cotoneaster mongolicus","9","5.606291","0.006986","0.002329","2.3e-05","Cotoneaster mongolicus","9","5.600724","0.179396","0.059799","0.018545","Cotoneaster mongolicus","9","6.930537","0.108844","0.036281","0.00567","Cotoneaster mongolicus","9","7.896206","0.204757","0.068252","0.023495"
"543","Fragaria mandshurica","1","5.598237",NA,NA,"0.000206","Fragaria mandshurica","1","6.180017",NA,NA,"0.166901","Fragaria mandshurica","1","6.73578",NA,NA,"0.051029","Fragaria mandshurica","1","8.682877",NA,NA,"0.211458"
"544","Potentilla villosula","112","5.601866","0.018173","0.001717","2e-06","Potentilla villosula","112","6.406852","0.722364","0.068257","0.00149","Potentilla villosula","101","6.431415","0.227633","0.02265","0.000505","Potentilla villosula","100","9.341792","0.689568","0.068957","0.002115"
"545","Potentilla subvahliana","98","5.571671","0.015949","0.001611","2e-06","Potentilla subvahliana","98","5.467357","0.522075","0.052738","0.001703","Potentilla subvahliana","94","6.11351","0.312817","0.032265","0.000543","Potentilla subvahliana","94","8.664063","0.400789","0.041338","0.00225"
"546","Cliffortia densa","1","5.662787",NA,NA,"0.000206","Cliffortia densa","1","6.135565",NA,NA,"0.166901","Cliffortia densa","1","7.444833",NA,NA,"0.051029","Cliffortia densa","1","7.887209",NA,NA,"0.211458"
"547","Crataegus dsungarica","1","5.644917",NA,NA,"0.000206","Crataegus dsungarica","1","7.033506",NA,NA,"0.166901","Crataegus dsungarica","1","7.121252",NA,NA,"0.051029","Crataegus dsungarica","1","9.126306",NA,NA,"0.211458"
"548","Potentilla elegans","60","5.571714","0.013654","0.001763","3e-06","Potentilla elegans","60","5.739699","0.431592","0.055718","0.002782","Potentilla elegans","60","6.259032","0.193747","0.025013","0.00085","Potentilla elegans","60","8.766399","0.437917","0.056535","0.003524"
"549","Aria eminentiformis","1","5.643147",NA,NA,"0.000206","Aria eminentiformis","1","6.761573",NA,NA,"0.166901","Aria eminentiformis","1","6.612041",NA,NA,"0.051029","Aria eminentiformis","1","9.313799",NA,NA,"0.211458"
"550","Neillia serratisepala","16","5.660561","0.014346","0.003586","1.3e-05","Neillia serratisepala","16","7.057999","0.249558","0.06239","0.010431","Neillia serratisepala","16","7.074511","0.102028","0.025507","0.003189","Neillia serratisepala","16","9.195323","0.258005","0.064501","0.013216"
"551","Rubus calycinus","3","5.656335","0.013965","0.008063","6.9e-05","Rubus calycinus","3","7.179248","0.173564","0.100207","0.055634","Rubus calycinus","3","7.065592","0.083597","0.048265","0.01701","Rubus calycinus","3","9.294131","0.070026","0.04043","0.070486"
"552","Rubus wallichianus","12","5.666958","0.01694","0.00489","1.7e-05","Rubus wallichianus","12","7.25965","0.301142","0.086932","0.013908","Rubus wallichianus","12","7.098623","0.262284","0.075715","0.004252","Rubus wallichianus","12","9.340788","0.356352","0.10287","0.017622"
"553","Sibbaldianthe adpressa","28","5.628083","0.021903","0.004139","7e-06","Sibbaldianthe adpressa","28","5.80207","1.048253","0.198101","0.005961","Sibbaldianthe adpressa","28","7.083873","0.186598","0.035264","0.001822","Sibbaldianthe adpressa","28","7.912684","1.027594","0.194197","0.007552"
"554","Eriobotrya tengyuehensis","10","5.670575","0.008097","0.00256","2.1e-05","Eriobotrya tengyuehensis","10","7.097049","0.188685","0.059667","0.01669","Eriobotrya tengyuehensis","10","7.171364","0.066953","0.021172","0.005103","Eriobotrya tengyuehensis","10","9.162615","0.248027","0.078433","0.021146"
"555","Photinia glomerata","28","5.661733","0.01523","0.002878","7e-06","Photinia glomerata","28","6.917203","0.218004","0.041199","0.005961","Photinia glomerata","28","7.125771","0.166695","0.031502","0.001822","Photinia glomerata","28","8.954608","0.260542","0.049238","0.007552"
"556","Cotoneaster oliganthus","4","5.633514","0.008196","0.004098","5.1e-05","Cotoneaster oliganthus","4","5.430383","0.510923","0.255462","0.041725","Cotoneaster oliganthus","4","7.255147","0.067516","0.033758","0.012757","Cotoneaster oliganthus","4","7.392807","0.36406","0.18203","0.052865"
"557","Malus florentina","2","5.65913","0.003697","0.002614","0.000103","Malus florentina","2","6.715042","0.078839","0.055748","0.083451","Malus florentina","2","7.100429","0.006415","0.004536","0.025514","Malus florentina","2","8.852679","0.077112","0.054526","0.105729"
"558","Alchemilla atriuscula","1","5.645624",NA,NA,"0.000206","Alchemilla atriuscula","1","6.940222",NA,NA,"0.166901","Alchemilla atriuscula","1","7.005789",NA,NA,"0.051029","Alchemilla atriuscula","1","9.046526",NA,NA,"0.211458"
"559","Crataegus sargentii","9","5.669962","0.005788","0.001929","2.3e-05","Crataegus sargentii","9","7.28327","0.054677","0.018226","0.018545","Crataegus sargentii","9","7.304259","0.055858","0.018619","0.00567","Crataegus sargentii","9","9.195947","0.081426","0.027142","0.023495"
"560","Rosa transmorrisonensis","1","5.647741",NA,NA,"0.000206","Rosa transmorrisonensis","1","8.02715",NA,NA,"0.166901","Rosa transmorrisonensis","1","6.60123",NA,NA,"0.051029","Rosa transmorrisonensis","1","10.733327",NA,NA,"0.211458"
"561","Dichotomanthes tristaniicarpa","11","5.669404","0.006931","0.00209","1.9e-05","Dichotomanthes tristaniicarpa","11","6.994675","0.180082","0.054297","0.015173","Dichotomanthes tristaniicarpa","11","7.178097","0.061225","0.01846","0.004639","Dichotomanthes tristaniicarpa","11","9.008653","0.221974","0.066928","0.019223"
"562","Crataegus agrestina","1","5.674182",NA,NA,"0.000206","Crataegus agrestina","1","7.192182",NA,NA,"0.166901","Crataegus agrestina","1","7.365813",NA,NA,"0.051029","Crataegus agrestina","1","9.057306",NA,NA,"0.211458"
"563","Rosa sikangensis","11","5.640488","0.010231","0.003085","1.9e-05","Rosa sikangensis","11","6.560127","0.290777","0.087673","0.015173","Rosa sikangensis","11","7.128293","0.102529","0.030914","0.004639","Rosa sikangensis","11","8.641662","0.423787","0.127777","0.019223"
"564","Cotoneaster glomerulatus","7","5.647216","0.012978","0.004905","2.9e-05","Cotoneaster glomerulatus","7","6.877859","0.22772","0.08607","0.023843","Cotoneaster glomerulatus","7","7.066791","0.102248","0.038646","0.00729","Cotoneaster glomerulatus","7","8.951936","0.284066","0.107367","0.030208"
"565","Malus rockii","29","5.651301","0.01559","0.002895","7e-06","Malus rockii","29","6.831049","0.293806","0.054558","0.005755","Malus rockii","29","7.050115","0.107632","0.019987","0.00176","Malus rockii","29","8.944751","0.298679","0.055463","0.007292"
"566","Eriobotrya prinoides","10","5.670036","0.010685","0.003379","2.1e-05","Eriobotrya prinoides","10","6.892493","0.12176","0.038504","0.01669","Eriobotrya prinoides","10","7.198781","0.100764","0.031864","0.005103","Eriobotrya prinoides","10","8.842034","0.263599","0.083357","0.021146"
"567","Photinia tsaii","1","5.670398",NA,NA,"0.000206","Photinia tsaii","1","7.369601",NA,NA,"0.166901","Photinia tsaii","1","7.151485",NA,NA,"0.051029","Photinia tsaii","1","9.472628",NA,NA,"0.211458"
"568","Photinia bodinieri","34","5.666853","0.008114","0.001392","6e-06","Photinia bodinieri","34","7.062144","0.192699","0.033048","0.004909","Photinia bodinieri","34","7.069086","0.116543","0.019987","0.001501","Photinia bodinieri","34","9.198607","0.235261","0.040347","0.006219"
"569","Neillia gracilis","7","5.656661","0.011308","0.004274","2.9e-05","Neillia gracilis","7","6.931791","0.16865","0.063744","0.023843","Neillia gracilis","7","7.117914","0.082579","0.031212","0.00729","Neillia gracilis","7","8.887616","0.182391","0.068937","0.030208"
"570","Spiraea sublobata","6","5.668484","0.006325","0.002582","3.4e-05","Spiraea sublobata","6","6.880067","0.207341","0.084647","0.027817","Spiraea sublobata","6","7.138742","0.110564","0.045138","0.008505","Spiraea sublobata","6","8.978445","0.305511","0.124724","0.035243"
"571","Rosa lichiangensis","3","5.663586","0.005649","0.003261","6.9e-05","Rosa lichiangensis","3","6.907568","0.0237","0.013683","0.055634","Rosa lichiangensis","3","7.14039","0.042206","0.024368","0.01701","Rosa lichiangensis","3","8.829855","0.115416","0.066635","0.070486"
"572","Pyrus pseudopashia","5","5.663662","0.008324","0.003723","4.1e-05","Pyrus pseudopashia","5","7.100663","0.130475","0.05835","0.03338","Pyrus pseudopashia","5","7.069692","0.061702","0.027594","0.010206","Pyrus pseudopashia","5","9.157395","0.264394","0.118241","0.042292"
"573","Rosa weisiensis","1","5.661397",NA,NA,"0.000206","Rosa weisiensis","1","6.906755",NA,NA,"0.166901","Rosa weisiensis","1","7.198931",NA,NA,"0.051029","Rosa weisiensis","1","8.715224",NA,NA,"0.211458"
"574","Photinia prionophylla","4","5.64516","0.017149","0.008575","5.1e-05","Photinia prionophylla","4","6.745217","0.183703","0.091852","0.041725","Photinia prionophylla","4","7.116814","0.056668","0.028334","0.012757","Photinia prionophylla","4","8.697954","0.079382","0.039691","0.052865"
"575","Stranvaesia oblanceolata","1","5.681707",NA,NA,"0.000206","Stranvaesia oblanceolata","1","7.362645",NA,NA,"0.166901","Stranvaesia oblanceolata","1","7.293018",NA,NA,"0.051029","Stranvaesia oblanceolata","1","9.303193",NA,NA,"0.211458"
"576","Rubus pectinarioides","2","5.664831","0.012253","0.008664","0.000103","Rubus pectinarioides","2","7.413137","0.367817","0.260086","0.083451","Rubus pectinarioides","2","7.148915","0.063316","0.044771","0.025514","Rubus pectinarioides","2","9.413965","0.006403","0.004528","0.105729"
"577","Eriobotrya malipoensis","3","5.678115","0.013913","0.008033","6.9e-05","Eriobotrya malipoensis","3","7.188733","0.23646","0.13652","0.055634","Eriobotrya malipoensis","3","7.133019","0.063408","0.036609","0.01701","Eriobotrya malipoensis","3","9.297012","0.195651","0.112959","0.070486"
"578","Rosa persetosa","7","5.6508","0.011714","0.004427","2.9e-05","Rosa persetosa","7","6.802334","0.132114","0.049934","0.023843","Rosa persetosa","7","6.997672","0.115687","0.043726","0.00729","Rosa persetosa","7","8.96913","0.25493","0.096354","0.030208"
"579","Rubus alexeterius","6","5.6509","0.017467","0.007131","3.4e-05","Rubus alexeterius","6","6.731542","0.352942","0.144088","0.027817","Rubus alexeterius","6","7.11804","0.043717","0.017847","0.008505","Rubus alexeterius","6","8.772681","0.261056","0.106576","0.035243"
"580","Rosa zhongdianensis","1","5.637821",NA,NA,"0.000206","Rosa zhongdianensis","1","6.697034",NA,NA,"0.166901","Rosa zhongdianensis","1","7.056175",NA,NA,"0.051029","Rosa zhongdianensis","1","8.717682",NA,NA,"0.211458"
"581","Rubus faberi","7","5.677768","0.009311","0.003519","2.9e-05","Rubus faberi","7","7.171146","0.181503","0.068602","0.023843","Rubus faberi","7","7.104248","0.088405","0.033414","0.00729","Rubus faberi","7","9.308823","0.121702","0.045999","0.030208"
"582","Argentina phanerophlebia","1","5.658959",NA,NA,"0.000206","Argentina phanerophlebia","1","6.873164",NA,NA,"0.166901","Argentina phanerophlebia","1","7.086738",NA,NA,"0.051029","Argentina phanerophlebia","1","8.900685",NA,NA,"0.211458"
"583","Potentilla stipularis","46","5.566344","0.009085","0.00134","4e-06","Potentilla stipularis","46","5.681814","0.297614","0.043881","0.003628","Potentilla stipularis","46","6.096935","0.236241","0.034832","0.001109","Potentilla stipularis","46","8.820313","0.363284","0.053563","0.004597"
"584","Potentilla multifida","33","5.5928","0.008341","0.001452","6e-06","Potentilla multifida","33","5.869592","0.287003","0.049961","0.005058","Potentilla multifida","30","6.368718","0.178001","0.032498","0.001701","Potentilla multifida","30","8.722444","0.324272","0.059204","0.007049"
"585","Cliffortia stricta","7","5.664268","0.003791","0.001433","2.9e-05","Cliffortia stricta","7","6.440457","0.32671","0.123485","0.023843","Cliffortia stricta","7","7.386252","0.048749","0.018425","0.00729","Cliffortia stricta","7","8.131222","0.303293","0.114634","0.030208"
"586","Spiraea virginiana","3","5.654865","0.007546","0.004357","6.9e-05","Spiraea virginiana","3","7.236318","0.080594","0.046531","0.055634","Spiraea virginiana","3","7.137513","0.102431","0.059139","0.01701","Spiraea virginiana","3","9.30971","0.083092","0.047973","0.070486"
"587","Neillia uekii","7","5.642315","0.007195","0.002719","2.9e-05","Neillia uekii","7","6.966649","0.127835","0.048317","0.023843","Neillia uekii","7","6.939138","0.046733","0.017663","0.00729","Neillia uekii","7","9.236586","0.101351","0.038307","0.030208"
"588","Prunus takesimensis","1","5.64915",NA,NA,"0.000206","Prunus takesimensis","1","7.241366",NA,NA,"0.166901","Prunus takesimensis","1","6.931472",NA,NA,"0.051029","Prunus takesimensis","1","9.465448",NA,NA,"0.211458"
"589","Prunus japonica","9","5.641531","0.018944","0.006315","2.3e-05","Prunus japonica","9","6.928346","0.353803","0.117934","0.018545","Prunus japonica","9","6.957666","0.164976","0.054992","0.00567","Prunus japonica","9","9.151654","0.278113","0.092704","0.023495"
"590","Cliffortia alata","1","5.664522",NA,NA,"0.000206","Cliffortia alata","1","6.077642",NA,NA,"0.166901","Cliffortia alata","1","7.488294",NA,NA,"0.051029","Cliffortia alata","1","7.702556",NA,NA,"0.211458"
"591","Cliffortia anthospermoides","1","5.665215",NA,NA,"0.000206","Cliffortia anthospermoides","1","6.380123",NA,NA,"0.166901","Cliffortia anthospermoides","1","7.277248",NA,NA,"0.051029","Cliffortia anthospermoides","1","8.369157",NA,NA,"0.211458"
"592","Cliffortia arcuata","4","5.65834","0.004814","0.002407","5.1e-05","Cliffortia arcuata","4","6.280517","0.259734","0.129867","0.041725","Cliffortia arcuata","4","7.458265","0.013226","0.006613","0.012757","Cliffortia arcuata","4","7.764978","0.234029","0.117014","0.052865"
"593","Cliffortia pilifera","1","5.666946",NA,NA,"0.000206","Cliffortia pilifera","1","6.785588",NA,NA,"0.166901","Cliffortia pilifera","1","7.49887",NA,NA,"0.051029","Cliffortia pilifera","1","8.189522",NA,NA,"0.211458"
"594","Cliffortia tenuis","1","5.667637",NA,NA,"0.000206","Cliffortia tenuis","1","6.261492",NA,NA,"0.166901","Cliffortia tenuis","1","7.307873",NA,NA,"0.051029","Cliffortia tenuis","1","8.149891",NA,NA,"0.211458"
"595","Cliffortia tricuspidata","1","5.670743",NA,NA,"0.000206","Cliffortia tricuspidata","1","6.448889",NA,NA,"0.166901","Cliffortia tricuspidata","1","7.551187",NA,NA,"0.051029","Cliffortia tricuspidata","1","7.822044",NA,NA,"0.211458"
"596","Cliffortia baccans","3","5.661394","0.002782","0.001606","6.9e-05","Cliffortia baccans","3","5.484937","0.183369","0.105868","0.055634","Cliffortia baccans","3","7.59639","0.002795","0.001614","0.01701","Cliffortia baccans","3","7.151078","0.117768","0.067993","0.070486"
"597","Cliffortia browniana","8","5.660925","0.013577","0.0048","2.6e-05","Cliffortia browniana","8","6.658748","0.238145","0.084197","0.020863","Cliffortia browniana","8","7.405621","0.122712","0.043385","0.006379","Cliffortia browniana","8","8.488371","0.355588","0.125719","0.026432"
"598","Cliffortia burchellii","6","5.663352","0.005728","0.002338","3.4e-05","Cliffortia burchellii","6","6.377808","0.360456","0.147156","0.027817","Cliffortia burchellii","6","7.383638","0.073293","0.029922","0.008505","Cliffortia burchellii","6","8.057319","0.320205","0.130723","0.035243"
"599","Cliffortia burgersii","1","5.67212",NA,NA,"0.000206","Cliffortia burgersii","1","6.297109",NA,NA,"0.166901","Cliffortia burgersii","1","7.362011",NA,NA,"0.051029","Cliffortia burgersii","1","7.885329",NA,NA,"0.211458"
"600","Cliffortia dichotoma","1","5.668673",NA,NA,"0.000206","Cliffortia dichotoma","1","5.669881",NA,NA,"0.166901","Cliffortia dichotoma","1","7.7012",NA,NA,"0.051029","Cliffortia dichotoma","1","7.069023",NA,NA,"0.211458"
"601","Cliffortia drepanoides","2","5.661567","0.003688","0.002608","0.000103","Cliffortia drepanoides","2","6.587533","0.216355","0.152986","0.083451","Cliffortia drepanoides","2","7.397555","0.005199","0.003676","0.025514","Cliffortia drepanoides","2","8.272166","0.072063","0.050956","0.105729"
"602","Cliffortia lanceolata","1","5.659656",NA,NA,"0.000206","Cliffortia lanceolata","1","6.139885",NA,NA,"0.166901","Cliffortia lanceolata","1","7.440147",NA,NA,"0.051029","Cliffortia lanceolata","1","7.853993",NA,NA,"0.211458"
"603","Cliffortia nivenioides","1","5.653716",NA,NA,"0.000206","Cliffortia nivenioides","1","6.33328",NA,NA,"0.166901","Cliffortia nivenioides","1","7.398174",NA,NA,"0.051029","Cliffortia nivenioides","1","8.010028",NA,NA,"0.211458"
"604","Cliffortia oligodonta","1","5.649502",NA,NA,"0.000206","Cliffortia oligodonta","1","6.754604",NA,NA,"0.166901","Cliffortia oligodonta","1","7.393878",NA,NA,"0.051029","Cliffortia oligodonta","1","8.263075",NA,NA,"0.211458"
"605","Cliffortia robusta","2","5.653541","0.000744","0.000526","0.000103","Cliffortia robusta","2","6.004177","0.116811","0.082598","0.083451","Cliffortia robusta","2","7.387682","0.010502","0.007426","0.025514","Cliffortia robusta","2","7.869217","0.110461","0.078108","0.105729"
"606","Cliffortia uncinata","1","5.658611",NA,NA,"0.000206","Cliffortia uncinata","1","6.118097",NA,NA,"0.166901","Cliffortia uncinata","1","7.566311",NA,NA,"0.051029","Cliffortia uncinata","1","7.466799",NA,NA,"0.211458"
"607","Alchemilla colura","3","5.6475","0.004202","0.002426","6.9e-05","Alchemilla colura","3","6.812123","0.13339","0.077013","0.055634","Alchemilla colura","3","7.292815","0.035801","0.02067","0.01701","Alchemilla colura","3","8.680014","0.091907","0.053063","0.070486"
"608","Cliffortia acanthophylla","1","5.673151",NA,NA,"0.000206","Cliffortia acanthophylla","1","5.594711",NA,NA,"0.166901","Cliffortia acanthophylla","1","7.68156",NA,NA,"0.051029","Cliffortia acanthophylla","1","7.089243",NA,NA,"0.211458"
"609","Cliffortia gracillima","1","5.669018",NA,NA,"0.000206","Cliffortia gracillima","1","6.075346",NA,NA,"0.166901","Cliffortia gracillima","1","7.559038",NA,NA,"0.051029","Cliffortia gracillima","1","7.505492",NA,NA,"0.211458"
"610","Cliffortia cristata","2","5.659123","0.006655","0.004706","0.000103","Cliffortia cristata","2","6.487131","0.324511","0.229464","0.083451","Cliffortia cristata","2","7.521389","0.078819","0.055733","0.025514","Cliffortia cristata","2","7.885005","0.518165","0.366398","0.105729"
"611","Cliffortia filifolia","3","5.667981","0.002266","0.001308","6.9e-05","Cliffortia filifolia","3","6.383484","0.041761","0.024111","0.055634","Cliffortia filifolia","3","7.324245","0.093798","0.054154","0.01701","Cliffortia filifolia","3","8.165183","0.25071","0.144747","0.070486"
"612","Cliffortia multiformis","1","5.664868",NA,NA,"0.000206","Cliffortia multiformis","1","6.340359",NA,NA,"0.166901","Cliffortia multiformis","1","7.319202",NA,NA,"0.051029","Cliffortia multiformis","1","8.167068",NA,NA,"0.211458"
"613","Cliffortia obovata","1","5.667983",NA,NA,"0.000206","Cliffortia obovata","1","6.224558",NA,NA,"0.166901","Cliffortia obovata","1","7.421178",NA,NA,"0.051029","Cliffortia obovata","1","8.156797",NA,NA,"0.211458"
"614","Cliffortia ovalis","1","5.654417",NA,NA,"0.000206","Cliffortia ovalis","1","6.903747",NA,NA,"0.166901","Cliffortia ovalis","1","7.358194",NA,NA,"0.051029","Cliffortia ovalis","1","8.426612",NA,NA,"0.211458"
"615","Cliffortia propinqua","2","5.657738","0.00074","0.000523","0.000103","Cliffortia propinqua","2","6.417181","0.467265","0.330406","0.083451","Cliffortia propinqua","2","7.502236","0.072938","0.051575","0.025514","Cliffortia propinqua","2","7.883586","0.498609","0.35257","0.105729"
"616","Cliffortia theodori-friesii","1","5.662092",NA,NA,"0.000206","Cliffortia theodori-friesii","1","6.966967",NA,NA,"0.166901","Cliffortia theodori-friesii","1","7.385231",NA,NA,"0.051029","Cliffortia theodori-friesii","1","8.360071",NA,NA,"0.211458"
"617","Cliffortia carinata","4","5.660868","0.004192","0.002096","5.1e-05","Cliffortia carinata","4","6.116101","0.578476","0.289238","0.041725","Cliffortia carinata","4","7.451989","0.095343","0.047672","0.012757","Cliffortia carinata","4","7.767272","0.36272","0.18136","0.052865"
"618","Cliffortia cervicornu","3","5.658725","0.002572","0.001485","6.9e-05","Cliffortia cervicornu","3","5.726044","0.235299","0.13585","0.055634","Cliffortia cervicornu","3","7.541793","0.062512","0.036091","0.01701","Cliffortia cervicornu","3","7.253218","0.178234","0.102903","0.070486"
"619","Cliffortia setifolia","2","5.655642","0.001237","0.000875","0.000103","Cliffortia setifolia","2","6.028006","0.38057","0.269104","0.083451","Cliffortia setifolia","2","7.459451","0.07287","0.051527","0.025514","Cliffortia setifolia","2","7.701234","0.232408","0.164337","0.105729"
"620","Cliffortia exilifolia","3","5.663245","0.003838","0.002216","6.9e-05","Cliffortia exilifolia","3","6.373933","0.366","0.21131","0.055634","Cliffortia exilifolia","3","7.391698","0.053316","0.030782","0.01701","Cliffortia exilifolia","3","8.174535","0.356657","0.205916","0.070486"
"621","Cliffortia phyllanthoides","1","5.668328",NA,NA,"0.000206","Cliffortia phyllanthoides","1","6.238325",NA,NA,"0.166901","Cliffortia phyllanthoides","1","7.299797",NA,NA,"0.051029","Cliffortia phyllanthoides","1","8.193953",NA,NA,"0.211458"
"622","Cliffortia curvifolia","1","5.667637",NA,NA,"0.000206","Cliffortia curvifolia","1","6.261492",NA,NA,"0.166901","Cliffortia curvifolia","1","7.308543",NA,NA,"0.051029","Cliffortia curvifolia","1","8.17976",NA,NA,"0.211458"
"623","Cliffortia strigosa","1","5.660701",NA,NA,"0.000206","Cliffortia strigosa","1","6.745236",NA,NA,"0.166901","Cliffortia strigosa","1","7.467942",NA,NA,"0.051029","Cliffortia strigosa","1","8.070281",NA,NA,"0.211458"
"624","Cliffortia weimarckii","1","5.644563",NA,NA,"0.000206","Cliffortia weimarckii","1","6.232448",NA,NA,"0.166901","Cliffortia weimarckii","1","7.365813",NA,NA,"0.051029","Cliffortia weimarckii","1","8.078378",NA,NA,"0.211458"
"625","Cliffortia ceresana","1","5.656866",NA,NA,"0.000206","Cliffortia ceresana","1","6.645091",NA,NA,"0.166901","Cliffortia ceresana","1","7.415777",NA,NA,"0.051029","Cliffortia ceresana","1","8.108021",NA,NA,"0.211458"
"626","Lachemilla diplophylla","4","5.641107","0.026717","0.013359","5.1e-05","Lachemilla diplophylla","4","6.805903","0.693015","0.346508","0.041725","Lachemilla diplophylla","4","7.087448","0.229012","0.114506","0.012757","Lachemilla diplophylla","4","8.997803","0.604823","0.302412","0.052865"
"627","Prunus serrula","13","5.638841","0.012689","0.003519","1.6e-05","Prunus serrula","13","6.689434","0.201364","0.055848","0.012839","Prunus serrula","13","7.059709","0.102878","0.028533","0.003925","Prunus serrula","13","8.752345","0.165235","0.045828","0.016266"
"628","Alchemilla microbetula","4","5.633855","0.010461","0.00523","5.1e-05","Alchemilla microbetula","4","7.252307","0.281271","0.140635","0.041725","Alchemilla microbetula","4","7.080084","0.232513","0.116256","0.012757","Alchemilla microbetula","4","9.320403","0.370709","0.185355","0.052865"
"629","Alchemilla retinervis","6","5.624712","0.018798","0.007674","3.4e-05","Alchemilla retinervis","6","6.918444","0.194561","0.079429","0.027817","Alchemilla retinervis","6","6.74032","0.157823","0.064431","0.008505","Alchemilla retinervis","6","9.606038","0.223867","0.091393","0.035243"
