"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"267","Docynia indica","19","5.664884","0.014066","0.003227","1.1e-05","Docynia indica","19","7.015401","0.265062","0.060809","0.008784","Docynia indica","19","7.141087","0.135944","0.031188","0.002686","Docynia indica","19","9.064023","0.313459","0.071912","0.011129"
"268","Crataegus pinnatifida","91","5.638093","0.016501","0.00173","2e-06","Crataegus pinnatifida","91","6.619374","0.354085","0.037118","0.001834","Crataegus pinnatifida","91","7.032003","0.190736","0.019995","0.000561","Crataegus pinnatifida","91","8.77244","0.48138","0.050462","0.002324"
"269","Cotoneaster obscurus","25","5.649163","0.01633","0.003266","8e-06","Cotoneaster obscurus","25","6.780139","0.238502","0.0477","0.006676","Cotoneaster obscurus","25","7.036151","0.163606","0.032721","0.002041","Cotoneaster obscurus","25","8.903346","0.308621","0.061724","0.008458"
"270","Cotoneaster dielsianus","53","5.635504","0.004537","0.000623","4e-06","Cotoneaster dielsianus","53","6.756782","0.469303","0.064464","0.003149","Cotoneaster dielsianus","48","6.606896","0.059044","0.008522","0.001063","Cotoneaster dielsianus","48","9.365801","0.491441","0.070933","0.004405"
"271","Cotoneaster buxifolius","31","5.654711","0.015277","0.002744","7e-06","Cotoneaster buxifolius","31","6.843141","0.181017","0.032512","0.005384","Cotoneaster buxifolius","31","7.084354","0.108615","0.019508","0.001646","Cotoneaster buxifolius","31","8.941922","0.261395","0.046948","0.006821"
"272","Chaenomeles speciosa","118","5.658229","0.012253","0.001128","2e-06","Chaenomeles speciosa","118","6.94592","0.384691","0.035414","0.001414","Chaenomeles speciosa","116","7.122349","0.195671","0.018168","0.00044","Chaenomeles speciosa","116","9.030536","0.483388","0.044881","0.001823"
"273","Rubus innominatus","50","5.669994","0.008013","0.001133","4e-06","Rubus innominatus","50","7.197","0.209112","0.029573","0.003338","Rubus innominatus","50","7.079375","0.082217","0.011627","0.001021","Rubus innominatus","50","9.342579","0.17529","0.02479","0.004229"
"274","Spiraea trilobata","84","5.642079","0.01637","0.001786","2e-06","Spiraea trilobata","84","6.445393","0.359131","0.039184","0.001987","Spiraea trilobata","83","7.041548","0.275903","0.030284","0.000615","Spiraea trilobata","83","8.610328","0.490714","0.053863","0.002548"
"275","Spiraea rosthornii","44","5.646403","0.015105","0.002277","5e-06","Spiraea rosthornii","44","6.674866","0.342447","0.051626","0.003793","Spiraea rosthornii","44","6.987013","0.18673","0.028151","0.00116","Spiraea rosthornii","44","8.843728","0.398493","0.060075","0.004806"
"276","Rubus tephrodes","35","5.670227","0.008271","0.001398","6e-06","Rubus tephrodes","35","7.264937","0.179357","0.030317","0.004769","Rubus tephrodes","35","7.069014","0.14996","0.025348","0.001458","Rubus tephrodes","35","9.412327","0.216625","0.036616","0.006042"
"277","Rubus rufus","25","5.667447","0.007073","0.001415","8e-06","Rubus rufus","25","7.133659","0.200149","0.04003","0.006676","Rubus rufus","25","7.048555","0.091199","0.01824","0.002041","Rubus rufus","25","9.292838","0.256889","0.051378","0.008458"
"278","Rubus ichangensis","31","5.663732","0.006085","0.001093","7e-06","Rubus ichangensis","31","7.068287","0.202123","0.036302","0.005384","Rubus ichangensis","31","7.005249","0.08247","0.014812","0.001646","Rubus ichangensis","31","9.273066","0.201145","0.036127","0.006821"
"279","Rubus amabilis","22","5.643409","0.016172","0.003448","9e-06","Rubus amabilis","22","6.788234","0.356727","0.076054","0.007586","Rubus amabilis","22","6.889944","0.198742","0.042372","0.002319","Rubus amabilis","22","9.02859","0.377963","0.080582","0.009612"
"280","Rosa sericea","57","5.64614","0.019363","0.002565","4e-06","Rosa sericea","57","6.709107","0.454657","0.060221","0.002928","Rosa sericea","57","7.071123","0.139874","0.018527","0.000895","Rosa sericea","57","8.835629","0.435191","0.057642","0.00371"
"281","Rosa roxburghii","60","5.664764","0.009128","0.001178","3e-06","Rosa roxburghii","60","7.037392","0.241636","0.031195","0.002782","Rosa roxburghii","60","7.03338","0.110243","0.014232","0.00085","Rosa roxburghii","60","9.203514","0.248223","0.032045","0.003524"
"282","Pyrus neoserrulata","55","5.668302","0.012989","0.001751","4e-06","Pyrus neoserrulata","55","7.091193","0.393222","0.053022","0.003035","Pyrus neoserrulata","55","7.120411","0.099531","0.013421","0.000928","Pyrus neoserrulata","55","9.182896","0.386599","0.052129","0.003845"
"283","Potentilla discolor","107","5.661657","0.014518","0.001404","2e-06","Potentilla discolor","107","6.914066","0.424351","0.041024","0.00156","Potentilla discolor","107","7.133276","0.109863","0.010621","0.000477","Potentilla discolor","107","9.003587","0.492048","0.047568","0.001976"
"284","Eriobotrya seguinii","1","5.668328",NA,NA,"0.000206","Eriobotrya seguinii","1","7.2086",NA,NA,"0.166901","Eriobotrya seguinii","1","7.062192",NA,NA,"0.051029","Eriobotrya seguinii","1","9.323669",NA,NA,"0.211458"
"285","Cotoneaster moupinensis","52","5.648306","0.014252","0.001976","4e-06","Cotoneaster moupinensis","52","6.818704","0.251067","0.034817","0.00321","Cotoneaster moupinensis","50","6.879612","0.204994","0.028991","0.001021","Cotoneaster moupinensis","50","9.139438","0.314459","0.044471","0.004229"
"286","Cotoneaster foveolatus","45","5.650939","0.015099","0.002251","5e-06","Cotoneaster foveolatus","45","6.814483","0.24891","0.037105","0.003709","Cotoneaster foveolatus","45","6.995848","0.201831","0.030087","0.001134","Cotoneaster foveolatus","45","9.006876","0.333816","0.049762","0.004699"
"287","Cotoneaster hebephyllus","29","5.634832","0.014336","0.002662","7e-06","Cotoneaster hebephyllus","29","6.578326","0.226454","0.042051","0.005755","Cotoneaster hebephyllus","29","6.99793","0.195959","0.036389","0.00176","Cotoneaster hebephyllus","29","8.763463","0.282154","0.052395","0.007292"
"288","Rubus caudifolius","5","5.667771","0.003121","0.001396","4.1e-05","Rubus caudifolius","5","7.192425","0.130319","0.05828","0.03338","Rubus caudifolius","5","7.007416","0.03032","0.01356","0.010206","Rubus caudifolius","5","9.417035","0.166333","0.074386","0.042292"
"289","Spiraea chinensis","101","5.664162","0.012314","0.001225","2e-06","Spiraea chinensis","101","7.189981","0.348033","0.034631","0.001652","Spiraea chinensis","101","7.086285","0.100783","0.010028","0.000505","Spiraea chinensis","101","9.303998","0.363799","0.036199","0.002094"
"290","Sorbus vilmorinii","14","5.643458","0.014215","0.003799","1.5e-05","Sorbus vilmorinii","14","6.882006","0.206436","0.055172","0.011922","Sorbus vilmorinii","14","6.995867","0.163207","0.043619","0.003645","Sorbus vilmorinii","14","9.02295","0.280591","0.074991","0.015104"
"291","Rubus hunanensis","21","5.669612","0.00541","0.001181","1e-05","Rubus hunanensis","21","7.301358","0.113377","0.024741","0.007948","Rubus hunanensis","21","7.076998","0.082531","0.01801","0.00243","Rubus hunanensis","21","9.420537","0.105723","0.023071","0.010069"
"292","Rubus chingii","21","5.670059","0.004651","0.001015","1e-05","Rubus chingii","21","7.298789","0.185578","0.040496","0.007948","Rubus chingii","21","7.125297","0.07499","0.016364","0.00243","Rubus chingii","21","9.389879","0.163642","0.03571","0.010069"
"293","Rosa longicuspis","45","5.662288","0.012985","0.001936","5e-06","Rosa longicuspis","45","6.986966","0.217321","0.032396","0.003709","Rosa longicuspis","45","7.095902","0.141511","0.021095","0.001134","Rosa longicuspis","45","9.053694","0.265425","0.039567","0.004699"
"294","Photinia raupingensis","5","5.682725","0.003346","0.001496","4.1e-05","Photinia raupingensis","5","7.449744","0.131021","0.058594","0.03338","Photinia raupingensis","5","7.180875","0.025517","0.011412","0.010206","Photinia raupingensis","5","9.445479","0.113908","0.050941","0.042292"
"295","Fragaria nilgerrensis","63","5.661911","0.012954","0.001632","3e-06","Fragaria nilgerrensis","63","6.996183","0.19937","0.025118","0.002649","Fragaria nilgerrensis","63","7.071843","0.117382","0.014789","0.00081","Fragaria nilgerrensis","63","9.100289","0.266306","0.033551","0.003356"
"296","Photinia schneideriana","47","5.67079","0.007233","0.001055","4e-06","Photinia schneideriana","47","7.254022","0.19297","0.028148","0.003551","Photinia schneideriana","47","7.085605","0.084365","0.012306","0.001086","Photinia schneideriana","47","9.371407","0.126628","0.018471","0.004499"
"297","Neillia thibetica","8","5.661362","0.008892","0.003144","2.6e-05","Neillia thibetica","8","6.847339","0.09133","0.03229","0.020863","Neillia thibetica","8","7.025679","0.122387","0.04327","0.006379","Neillia thibetica","8","9.059338","0.201153","0.071118","0.026432"
"298","Crataegus kansuensis","45","5.642144","0.012336","0.001839","5e-06","Crataegus kansuensis","45","6.369754","0.275144","0.041016","0.003709","Crataegus kansuensis","45","7.105723","0.138541","0.020652","0.001134","Crataegus kansuensis","45","8.440027","0.362752","0.054076","0.004699"
"299","Cotoneaster adpressus","79","5.639542","0.021505","0.00242","3e-06","Cotoneaster adpressus","79","6.587952","0.436769","0.04914","0.002113","Cotoneaster adpressus","79","7.002181","0.164253","0.01848","0.000646","Cotoneaster adpressus","79","8.797562","0.448105","0.050416","0.002677"
"300","Spiraea trichocarpa","16","5.639584","0.008976","0.002244","1.3e-05","Spiraea trichocarpa","16","7.044393","0.298878","0.07472","0.010431","Spiraea trichocarpa","16","6.955798","0.123103","0.030776","0.003189","Spiraea trichocarpa","16","9.255389","0.385535","0.096384","0.013216"
"301","Spiraea longigemmis","13","5.648102","0.018314","0.005079","1.6e-05","Spiraea longigemmis","13","6.784911","0.238239","0.066076","0.012839","Spiraea longigemmis","13","6.983397","0.238675","0.066197","0.003925","Spiraea longigemmis","13","8.969427","0.363171","0.100726","0.016266"
"302","Rubus tsangii","13","5.673133","0.006316","0.001752","1.6e-05","Rubus tsangii","13","7.208224","0.20532","0.056946","0.012839","Rubus tsangii","13","7.109984","0.116609","0.032342","0.003925","Rubus tsangii","13","9.304474","0.21486","0.059591","0.016266"
"303","Prunus henryi","3","5.663017","0.002204","0.001272","6.9e-05","Prunus henryi","3","7.243404","0.130654","0.075433","0.055634","Prunus henryi","3","7.163916","0.040534","0.023402","0.01701","Prunus henryi","3","9.281566","0.192725","0.11127","0.070486"
"304","Eriobotrya fragrans","14","5.679891","0.009021","0.002411","1.5e-05","Eriobotrya fragrans","14","7.424095","0.142255","0.038019","0.011922","Eriobotrya fragrans","14","7.16171","0.086887","0.023222","0.003645","Eriobotrya fragrans","14","9.468627","0.155281","0.041501","0.015104"
"305","Photinia villosa","52","5.661509","0.011226","0.001557","4e-06","Photinia villosa","52","7.214551","0.247202","0.034281","0.00321","Photinia villosa","50","7.068963","0.103535","0.014642","0.001021","Photinia villosa","50","9.378881","0.27694","0.039165","0.004229"
"306","Rosa sertata","52","5.652354","0.016288","0.002259","4e-06","Rosa sertata","52","6.721527","0.35108","0.048686","0.00321","Rosa sertata","52","7.006794","0.34456","0.047782","0.000981","Rosa sertata","52","8.907235","0.521234","0.072282","0.004067"
"307","Exochorda serratifolia","16","5.642346","0.010232","0.002558","1.3e-05","Exochorda serratifolia","16","6.711866","0.346962","0.08674","0.010431","Exochorda serratifolia","16","7.057008","0.147359","0.03684","0.003189","Exochorda serratifolia","16","8.850267","0.482563","0.120641","0.013216"
"308","Eriobotrya deflexa","14","5.683891","0.007936","0.002121","1.5e-05","Eriobotrya deflexa","14","7.599215","0.358288","0.095756","0.011922","Eriobotrya deflexa","14","7.214353","0.11546","0.030858","0.003645","Eriobotrya deflexa","14","9.565204","0.346326","0.09256","0.015104"
"309","Crataegus wilsonii","32","5.652147","0.011828","0.002091","6e-06","Crataegus wilsonii","32","6.678073","0.302559","0.053485","0.005216","Crataegus wilsonii","32","7.073994","0.109915","0.01943","0.001595","Crataegus wilsonii","32","8.815358","0.328946","0.05815","0.006608"
"310","Pyrus sinkiangensis","8","5.647011","0.012577","0.004447","2.6e-05","Pyrus sinkiangensis","8","5.539232","1.192766","0.421706","0.020863","Pyrus sinkiangensis","8","7.218816","0.231239","0.081755","0.006379","Pyrus sinkiangensis","8","7.537081","1.427159","0.504577","0.026432"
"311","Malus baccata","7","5.623914","0.017381","0.006569","2.9e-05","Malus baccata","7","6.482055","0.335693","0.12688","0.023843","Malus baccata","7","6.96578","0.169756","0.064162","0.00729","Malus baccata","7","8.719995","0.304834","0.115216","0.030208"
"312","Crataegus hupehensis","27","5.658205","0.009559","0.00184","8e-06","Crataegus hupehensis","27","6.675858","0.374812","0.072133","0.006182","Crataegus hupehensis","27","7.144873","0.101001","0.019438","0.00189","Crataegus hupehensis","27","8.782454","0.402891","0.077536","0.007832"
"313","Rubus pinnatisepalus","11","5.667626","0.012759","0.003847","1.9e-05","Rubus pinnatisepalus","11","7.332775","0.29517","0.088997","0.015173","Rubus pinnatisepalus","11","7.039177","0.240958","0.072652","0.004639","Rubus pinnatisepalus","11","9.435097","0.327421","0.098721","0.019223"
"314","Cotoneaster salicifolius","53","5.65348","0.012592","0.00173","4e-06","Cotoneaster salicifolius","53","6.920314","0.28297","0.038869","0.003149","Cotoneaster salicifolius","51","6.919321","0.163289","0.022865","0.001001","Cotoneaster salicifolius","51","9.203514","0.28598","0.040045","0.004146"
"315","Rubus idaeopsis","20","5.664171","0.009055","0.002025","1e-05","Rubus idaeopsis","20","7.027266","0.262868","0.058779","0.008345","Rubus idaeopsis","20","7.071088","0.075725","0.016933","0.002551","Rubus idaeopsis","20","9.203524","0.249616","0.055816","0.010573"
"316","Rosa davidii","29","5.649518","0.0139","0.002581","7e-06","Rosa davidii","29","6.660487","0.300945","0.055884","0.005755","Rosa davidii","29","6.963068","0.125905","0.02338","0.00176","Rosa davidii","29","8.887898","0.313029","0.058128","0.007292"
"317","Prinsepia uniflora","14","5.646819","0.005616","0.001501","1.5e-05","Prinsepia uniflora","14","6.245099","0.128321","0.034295","0.011922","Prinsepia uniflora","14","7.146205","0.123427","0.032987","0.003645","Prinsepia uniflora","14","8.31521","0.213664","0.057104","0.015104"
"318","Photinia lochengensis","1","5.679661",NA,NA,"0.000206","Photinia lochengensis","1","7.305188",NA,NA,"0.166901","Photinia lochengensis","1","7.115582",NA,NA,"0.051029","Photinia lochengensis","1","9.4362",NA,NA,"0.211458"
"319","Rubus tricolor","10","5.660206","0.013136","0.004154","2.1e-05","Rubus tricolor","10","6.89897","0.094945","0.030024","0.01669","Rubus tricolor","10","7.04113","0.161493","0.051069","0.005103","Rubus tricolor","10","9.06263","0.266305","0.084213","0.021146"
"320","Rubus subinopertus","10","5.667509","0.011454","0.003622","2.1e-05","Rubus subinopertus","10","7.069442","0.289712","0.091615","0.01669","Rubus subinopertus","10","7.118314","0.122497","0.038737","0.005103","Rubus subinopertus","10","9.177577","0.308878","0.097676","0.021146"
"321","Rosa caudata","10","5.656416","0.0082","0.002593","2.1e-05","Rosa caudata","10","6.898676","0.236414","0.074761","0.01669","Rosa caudata","10","6.996239","0.097925","0.030967","0.005103","Rosa caudata","10","9.079215","0.26716","0.084483","0.021146"
"322","Rubus subcrataegifolius","31","5.670208","0.006867","0.001233","7e-06","Rubus subcrataegifolius","31","7.315952","0.244098","0.043841","0.005384","Rubus subcrataegifolius","31","7.103524","0.092298","0.016577","0.001646","Rubus subcrataegifolius","31","9.420846","0.240311","0.043161","0.006821"
"323","Rosa helenae","51","5.655971","0.012747","0.001785","4e-06","Rosa helenae","51","6.936746","0.253663","0.03552","0.003273","Rosa helenae","51","7.002654","0.139721","0.019565","0.001001","Rosa helenae","51","9.105243","0.257733","0.03609","0.004146"
"324","Malus ombrophila","19","5.656478","0.015396","0.003532","1.1e-05","Malus ombrophila","19","6.917973","0.265935","0.06101","0.008784","Malus ombrophila","19","7.107872","0.082415","0.018907","0.002686","Malus ombrophila","19","8.992805","0.275457","0.063194","0.011129"
